filename : 10, Label: 27, Prediction: [ 0.83508587  0.08461527  0.01643439]
filename : 3733, Label: 24, Prediction: [ 0.31346184  0.2139474   0.16490242]
filename : 3742, Label: 19, Prediction: [ 0.5943644   0.10441347  0.06692639]
filename : 3749, Label: 5, Prediction: [ 0.82142258  0.08073287  0.04038973]
filename : 375, Label: 16, Prediction: [ 0.43705034  0.3284075   0.20506358]
filename : 376, Label: 26, Prediction: [ 0.99475563  0.00234658  0.00102438]
filename : 3764, Label: 4, Prediction: [ 0.91551036  0.07198802  0.00341547]
filename : 3770, Label: 26, Prediction: [ 0.58728957  0.20246296  0.13183311]
filename : 3780, Label: 25, Prediction: [ 0.91606802  0.0452181   0.02469569]
filename : 3793, Label: 14, Prediction: [ 0.33536965  0.20608334  0.19319384]
filename : 380, Label: 13, Prediction: [ 0.99178481  0.00385406  0.00283407]
filename : 3808, Label: 19, Prediction: [ 0.5090518   0.26228851  0.11325928]
filename : 381, Label: 7, Prediction: [ 0.72631514  0.26013929  0.00595663]
filename : 3828, Label: 17, Prediction: [ 0.76991338  0.10837562  0.03692285]
filename : 384, Label: 13, Prediction: [ 0.77007043  0.21335959  0.00965446]
filename : 3847, Label: 23, Prediction: [ 0.58132941  0.14561825  0.08417014]
filename : 386, Label: 14, Prediction: [ 0.68919861  0.13733122  0.06510057]
filename : 387, Label: 20, Prediction: [  6.46687627e-01   3.51547569e-01   4.80978109e-04]
filename : 388, Label: 5, Prediction: [ 0.67019886  0.17359345  0.12060998]
filename : 3890, Label: 22, Prediction: [ 0.87827003  0.07968301  0.01531136]
filename : 3891, Label: 23, Prediction: [ 0.83555335  0.10669995  0.03471002]
filename : 3902, Label: 5, Prediction: [ 0.46674708  0.3783792   0.07307427]
filename : 3915, Label: 6, Prediction: [  9.97048080e-01   2.75287218e-03   1.37081690e-04]
filename : 3923, Label: 13, Prediction: [ 0.87324184  0.05356851  0.02980285]
filename : 3929, Label: 4, Prediction: [ 0.72127032  0.13195613  0.09878205]
filename : 3938, Label: 5, Prediction: [ 0.90622771  0.08209502  0.00539193]
filename : 3950, Label: 14, Prediction: [ 0.97320527  0.01063549  0.00591936]
filename : 3957, Label: 6, Prediction: [ 0.36080444  0.17003506  0.0983505 ]
filename : 3958, Label: 29, Prediction: [ 0.82927871  0.11600269  0.04841658]
filename : 3964, Label: 7, Prediction: [ 0.5227502   0.12761606  0.11659528]
filename : 3973, Label: 6, Prediction: [ 0.55047107  0.21327876  0.0711643 ]
filename : 3979, Label: 14, Prediction: [ 0.52379566  0.33208084  0.06544796]
filename : 399, Label: 1, Prediction: [ 0.97320968  0.01756732  0.00493243]
filename : 400, Label: 13, Prediction: [ 0.51957208  0.39433134  0.07895324]
filename : 4012, Label: 20, Prediction: [ 0.97194934  0.01350552  0.00645576]
filename : 4024, Label: 19, Prediction: [ 0.81747031  0.09769813  0.0640927 ]
filename : 4027, Label: 3, Prediction: [ 0.83463961  0.15873057  0.00556116]
filename : 4032, Label: 27, Prediction: [ 0.19540076  0.16741897  0.14824104]
filename : 4041, Label: 29, Prediction: [ 0.88504118  0.07836769  0.01707186]
filename : 4052, Label: 5, Prediction: [ 0.43365574  0.30237165  0.15063585]
filename : 4062, Label: 15, Prediction: [ 0.31380552  0.24021116  0.1575823 ]
filename : 4068, Label: 10, Prediction: [ 0.74961579  0.1056939   0.05731171]
filename : 4074, Label: 19, Prediction: [ 0.42317235  0.40094343  0.05662464]
filename : 4080, Label: 11, Prediction: [ 0.99399066  0.00445077  0.00100894]
filename : 4081, Label: 11, Prediction: [ 0.74743086  0.12627906  0.05891348]
filename : 4089, Label: 19, Prediction: [ 0.57337087  0.21004683  0.13430782]
filename : 4099, Label: 12, Prediction: [ 0.43674326  0.25659099  0.11786028]
filename : 4103, Label: 3, Prediction: [ 0.83129615  0.04312541  0.04076804]
filename : 411, Label: 8, Prediction: [ 0.63422185  0.2794638   0.04515852]
filename : 4115, Label: 16, Prediction: [ 0.46490169  0.35306963  0.05415152]
filename : 4124, Label: 18, Prediction: [ 0.64892483  0.24124561  0.105429  ]
filename : 413, Label: 12, Prediction: [  9.99539614e-01   1.41594937e-04   9.73512142e-05]
filename : 4132, Label: 16, Prediction: [ 0.81526476  0.13268369  0.02599953]
filename : 4142, Label: 6, Prediction: [ 0.67813408  0.06341206  0.05148637]
filename : 4150, Label: 27, Prediction: [  9.99968767e-01   1.40886241e-05   8.02244995e-06]
filename : 4167, Label: 6, Prediction: [ 0.514341    0.44172662  0.01075714]
filename : 4181, Label: 2, Prediction: [ 0.84738541  0.0626643   0.01966744]
filename : 4189, Label: 4, Prediction: [ 0.96445459  0.01872657  0.00750152]
filename : 4202, Label: 3, Prediction: [ 0.9438405   0.03160729  0.01235865]
filename : 4214, Label: 9, Prediction: [ 0.95548731  0.02069645  0.01295027]
filename : 4216, Label: 22, Prediction: [ 0.36140013  0.32293165  0.05373288]
filename : 4229, Label: 29, Prediction: [ 0.79273593  0.15843196  0.03387514]
filename : 4235, Label: 12, Prediction: [  9.99168515e-01   2.74785882e-04   1.33835158e-04]
filename : 4245, Label: 19, Prediction: [  9.95135844e-01   2.60600145e-03   7.35739945e-04]
filename : 4257, Label: 11, Prediction: [ 0.67683589  0.08363676  0.03874137]
filename : 4264, Label: 16, Prediction: [ 0.98400903  0.01205764  0.00170482]
filename : 428, Label: 4, Prediction: [ 0.87730104  0.07695435  0.03822562]
filename : 4289, Label: 24, Prediction: [ 0.38839269  0.29971492  0.15434022]
filename : 429, Label: 25, Prediction: [  9.98486876e-01   3.88225686e-04   2.16230226e-04]
filename : 4300, Label: 12, Prediction: [ 0.44284433  0.35065585  0.16672599]
filename : 4313, Label: 24, Prediction: [ 0.75870532  0.18786515  0.01358218]
filename : 4321, Label: 22, Prediction: [ 0.29470855  0.15427999  0.15164655]
filename : 4334, Label: 17, Prediction: [ 0.22056025  0.21530232  0.16130905]
filename : 4347, Label: 11, Prediction: [ 0.96728253  0.00448608  0.00442915]
filename : 4355, Label: 16, Prediction: [ 0.67590624  0.14305107  0.05641766]
filename : 4361, Label: 26, Prediction: [ 0.87062812  0.10064608  0.00713254]
filename : 4362, Label: 29, Prediction: [ 0.92515296  0.0294354   0.02570645]
filename : 4372, Label: 23, Prediction: [ 0.65660912  0.29348797  0.02463414]
filename : 4385, Label: 9, Prediction: [ 0.96819913  0.01280303  0.00476278]
filename : 4394, Label: 26, Prediction: [ 0.95710611  0.02149823  0.00456583]
filename : 440, Label: 22, Prediction: [ 0.57508194  0.20173274  0.15475157]
filename : 4407, Label: 17, Prediction: [ 0.20837431  0.19616091  0.12198681]
filename : 4415, Label: 11, Prediction: [ 0.56066579  0.13364072  0.06642817]
filename : 4432, Label: 27, Prediction: [ 0.87160254  0.10154596  0.01063605]
filename : 4433, Label: 11, Prediction: [ 0.30249831  0.22226448  0.20403507]
filename : 4441, Label: 7, Prediction: [ 0.39014474  0.11975658  0.09995949]
filename : 4453, Label: 4, Prediction: [ 0.62019253  0.23269507  0.06209499]
filename : 4469, Label: 19, Prediction: [ 0.6006642   0.23670761  0.06386408]
filename : 4478, Label: 4, Prediction: [ 0.73808008  0.19453259  0.03075942]
filename : 4489, Label: 7, Prediction: [ 0.34874859  0.22522764  0.0951841 ]
filename : 4506, Label: 6, Prediction: [ 0.38732359  0.20440966  0.16613686]
filename : 4516, Label: 6, Prediction: [ 0.41537336  0.3109372   0.10311657]
filename : 4518, Label: 29, Prediction: [ 0.97012931  0.01478967  0.01048305]
filename : 4527, Label: 16, Prediction: [ 0.66493434  0.1072208   0.10622501]
filename : 4538, Label: 29, Prediction: [  9.93220806e-01   4.69695404e-03   8.24492832e-04]
filename : 4549, Label: 27, Prediction: [ 0.70634764  0.11901991  0.05484932]
filename : 4555, Label: 19, Prediction: [ 0.40827498  0.17762049  0.12768769]
filename : 4567, Label: 2, Prediction: [ 0.99046016  0.00291751  0.00214653]
filename : 4572, Label: 27, Prediction: [ 0.88413322  0.04952844  0.0317664 ]
filename : 4586, Label: 13, Prediction: [ 0.97178608  0.00672201  0.00622297]
filename : 4587, Label: 29, Prediction: [ 0.81779003  0.08604842  0.0491784 ]
filename : 4599, Label: 25, Prediction: [ 0.45031744  0.34640619  0.06835391]
filename : 4608, Label: 13, Prediction: [  9.98737633e-01   1.06103974e-03   6.68587745e-05]
filename : 462, Label: 2, Prediction: [ 0.81952763  0.11506681  0.02183198]
filename : 4629, Label: 21, Prediction: [ 0.68745846  0.19686632  0.03091367]
filename : 4633, Label: 26, Prediction: [ 0.58478588  0.31426519  0.03190395]
filename : 4645, Label: 8, Prediction: [ 0.56523615  0.28342575  0.11208702]
filename : 4650, Label: 10, Prediction: [ 0.23076239  0.18827891  0.16186525]
filename : 4651, Label: 21, Prediction: [ 0.35949066  0.3297812   0.10954949]
filename : 4661, Label: 6, Prediction: [ 0.4154985   0.12648624  0.08952932]
filename : 467, Label: 13, Prediction: [ 0.75729513  0.10617752  0.05944386]
filename : 4680, Label: 27, Prediction: [ 0.52355641  0.41180542  0.01828517]
filename : 4695, Label: 12, Prediction: [ 0.88831103  0.06438694  0.02489462]
filename : 4705, Label: 19, Prediction: [ 0.50872517  0.10054541  0.09284688]
filename : 4719, Label: 22, Prediction: [ 0.46303138  0.26509404  0.16460754]
filename : 4729, Label: 25, Prediction: [ 0.71600866  0.1377636   0.08127628]
filename : 473, Label: 10, Prediction: [ 0.39472592  0.27649346  0.21678691]
filename : 4738, Label: 6, Prediction: [  9.96675849e-01   1.17484934e-03   7.73602747e-04]
filename : 4744, Label: 26, Prediction: [  9.87971961e-01   8.90420843e-03   8.48613447e-04]
filename : 4758, Label: 20, Prediction: [ 0.81872588  0.0961831   0.01587583]
filename : 4770, Label: 5, Prediction: [ 0.440999    0.29058897  0.26478809]
filename : 4775, Label: 19, Prediction: [ 0.66450489  0.28932673  0.03013199]
filename : 4780, Label: 19, Prediction: [ 0.49139029  0.36749136  0.05340658]
filename : 4788, Label: 20, Prediction: [ 0.57898688  0.36805877  0.02463111]
filename : 4789, Label: 24, Prediction: [ 0.65282726  0.17051695  0.08578337]
filename : 4796, Label: 3, Prediction: [ 0.91616428  0.05026591  0.01811516]
filename : 4811, Label: 29, Prediction: [ 0.46391302  0.27483884  0.25284642]
filename : 4821, Label: 16, Prediction: [ 0.19668229  0.1645126   0.15496251]
filename : 4829, Label: 17, Prediction: [ 0.32359493  0.19811909  0.15305643]
filename : 4838, Label: 16, Prediction: [ 0.408903    0.27093562  0.11426046]
filename : 4844, Label: 11, Prediction: [ 0.886464    0.03793812  0.03476405]
filename : 4854, Label: 27, Prediction: [ 0.63789433  0.12830295  0.05914454]
filename : 486, Label: 5, Prediction: [ 0.89049792  0.0619846   0.01949836]
filename : 4867, Label: 17, Prediction: [ 0.42704523  0.30561155  0.15961359]
filename : 4874, Label: 3, Prediction: [ 0.50267476  0.46249801  0.01848923]
filename : 4882, Label: 15, Prediction: [ 0.54564476  0.15738344  0.08820294]
filename : 4890, Label: 13, Prediction: [ 0.85797918  0.12644541  0.00894416]
filename : 4905, Label: 29, Prediction: [ 0.40236604  0.32702121  0.20480187]
filename : 4914, Label: 24, Prediction: [ 0.92707098  0.02583628  0.01329504]
filename : 4921, Label: 6, Prediction: [ 0.36328468  0.31883684  0.15041366]
filename : 4922, Label: 9, Prediction: [ 0.87497032  0.07267364  0.03431774]
filename : 493, Label: 22, Prediction: [ 0.27181199  0.21923712  0.20064746]
filename : 4940, Label: 11, Prediction: [ 0.92091161  0.03765925  0.01875816]
filename : 4952, Label: 2, Prediction: [ 0.99007696  0.00492754  0.0018687 ]
filename : 4963, Label: 6, Prediction: [ 0.77216208  0.09721769  0.06911969]
filename : 4972, Label: 17, Prediction: [ 0.21721838  0.21298099  0.12295003]
filename : 4981, Label: 7, Prediction: [ 0.31642777  0.11804415  0.10850728]
filename : 4989, Label: 16, Prediction: [ 0.82216299  0.07134058  0.03486315]
filename : 499, Label: 17, Prediction: [ 0.69627094  0.09268171  0.07600331]
filename : 50, Label: 5, Prediction: [ 0.25115559  0.23364735  0.22413205]
filename : 5006, Label: 5, Prediction: [ 0.2022019   0.09160031  0.08742123]
filename : 5017, Label: 1, Prediction: [ 0.52327222  0.22014672  0.1207441 ]
filename : 5026, Label: 22, Prediction: [ 0.55888057  0.13969968  0.05688806]
filename : 5034, Label: 15, Prediction: [ 0.31384045  0.21781023  0.21647926]
filename : 5044, Label: 12, Prediction: [  9.82144117e-01   1.58286281e-02   5.19059889e-04]
filename : 5055, Label: 2, Prediction: [ 0.42149493  0.3944397   0.07602903]
filename : 5057, Label: 22, Prediction: [ 0.93017578  0.04801337  0.00793337]
filename : 5067, Label: 28, Prediction: [ 0.70183265  0.14975798  0.10567062]
filename : 5082, Label: 27, Prediction: [  9.99895930e-01   6.78075448e-05   1.39984977e-05]
filename : 5088, Label: 9, Prediction: [ 0.69891006  0.25706512  0.03204228]
filename : 5093, Label: 4, Prediction: [ 0.54509509  0.23853578  0.13694519]
filename : 5101, Label: 29, Prediction: [ 0.45226526  0.34088719  0.07667908]
filename : 5109, Label: 28, Prediction: [ 0.34435967  0.32412836  0.10686933]
filename : 5119, Label: 26, Prediction: [ 0.81198192  0.04501326  0.03174205]
filename : 5121, Label: 12, Prediction: [ 0.8659938   0.11240289  0.01027842]
filename : 5130, Label: 28, Prediction: [ 0.50931549  0.25001591  0.21070249]
filename : 5140, Label: 8, Prediction: [ 0.26177788  0.11322831  0.08938204]
filename : 515, Label: 21, Prediction: [ 0.57843548  0.1918952   0.0430989 ]
filename : 5160, Label: 16, Prediction: [ 0.37895691  0.17186639  0.14453121]
filename : 5169, Label: 16, Prediction: [ 0.85254407  0.07575595  0.03255391]
filename : 5176, Label: 12, Prediction: [ 0.71845907  0.25482339  0.01031435]
filename : 5182, Label: 23, Prediction: [ 0.98112088  0.01544767  0.00277819]
filename : 5186, Label: 28, Prediction: [ 0.49477404  0.17351665  0.13521108]
filename : 5192, Label: 25, Prediction: [ 0.51801568  0.10011979  0.07889482]
filename : 520, Label: 27, Prediction: [ 0.52133322  0.16613328  0.15444125]
filename : 5205, Label: 3, Prediction: [  9.99540329e-01   2.33437619e-04   1.57873787e-04]
filename : 5215, Label: 2, Prediction: [  9.99845862e-01   8.04591618e-05   5.07776313e-05]
filename : 5224, Label: 29, Prediction: [ 0.79549062  0.17528988  0.01255273]
filename : 5237, Label: 5, Prediction: [ 0.83012778  0.05170351  0.02912261]
filename : 5249, Label: 25, Prediction: [ 0.31647947  0.18484755  0.1584173 ]
filename : 525, Label: 24, Prediction: [ 0.36795986  0.32981023  0.08409949]
filename : 5259, Label: 15, Prediction: [ 0.43195453  0.21410865  0.17963654]
filename : 5266, Label: 7, Prediction: [ 0.25300279  0.24207908  0.18541771]
filename : 5274, Label: 29, Prediction: [ 0.51083237  0.46695104  0.01447059]
filename : 5282, Label: 17, Prediction: [ 0.37864542  0.09375627  0.09115282]
filename : 5299, Label: 22, Prediction: [ 0.69092351  0.28121454  0.01684973]
filename : 5309, Label: 26, Prediction: [ 0.73648787  0.25593242  0.00377194]
filename : 5317, Label: 27, Prediction: [ 0.63367462  0.16409943  0.08655762]
filename : 5320, Label: 17, Prediction: [ 0.22437009  0.20026559  0.16189757]
filename : 5326, Label: 24, Prediction: [ 0.69050807  0.07704981  0.06023811]
filename : 5337, Label: 29, Prediction: [  7.57370174e-01   2.40536675e-01   6.05244015e-04]
filename : 5341, Label: 28, Prediction: [ 0.77622014  0.04553857  0.03515247]
filename : 5352, Label: 1, Prediction: [ 0.69957954  0.18441965  0.0735337 ]
filename : 5363, Label: 27, Prediction: [ 0.98576713  0.00397616  0.00280305]
filename : 5375, Label: 8, Prediction: [ 0.73918003  0.11817159  0.09303918]
filename : 5386, Label: 20, Prediction: [ 0.49492601  0.23216979  0.12846337]
filename : 539, Label: 19, Prediction: [ 0.67232305  0.12125357  0.08951712]
filename : 540, Label: 11, Prediction: [ 0.44828105  0.35586712  0.0724273 ]
filename : 5405, Label: 4, Prediction: [ 0.72931248  0.17668726  0.02656542]
filename : 541, Label: 20, Prediction: [ 0.25956559  0.21471979  0.12279447]
filename : 5415, Label: 26, Prediction: [ 0.3409104   0.22367555  0.17188004]
filename : 5420, Label: 19, Prediction: [ 0.36301392  0.19372159  0.1675739 ]
filename : 5430, Label: 6, Prediction: [ 0.27024749  0.2600022   0.24567935]
filename : 5440, Label: 27, Prediction: [ 0.97501874  0.02093455  0.00272508]
filename : 5441, Label: 14, Prediction: [ 0.42332968  0.35228536  0.06678965]
filename : 5453, Label: 8, Prediction: [ 0.93347734  0.03164776  0.02276835]
filename : 5458, Label: 29, Prediction: [ 0.47530201  0.20370683  0.14316888]
filename : 5464, Label: 27, Prediction: [ 0.8611142   0.06597452  0.03554004]
filename : 5470, Label: 21, Prediction: [ 0.73359931  0.10613993  0.06689537]
filename : 5479, Label: 12, Prediction: [ 0.53549582  0.4025673   0.01938519]
filename : 5489, Label: 28, Prediction: [ 0.29376373  0.24995176  0.23934831]
filename : 5495, Label: 24, Prediction: [ 0.80294532  0.14991421  0.03388845]
filename : 5496, Label: 23, Prediction: [ 0.54276335  0.2445409   0.08171715]
filename : 5501, Label: 28, Prediction: [ 0.49903437  0.43401852  0.03458009]
filename : 5507, Label: 13, Prediction: [ 0.74276447  0.09018692  0.07604519]
filename : 5517, Label: 17, Prediction: [ 0.67417359  0.05920783  0.05101456]
filename : 5524, Label: 1, Prediction: [ 0.29142985  0.19426909  0.1565773 ]
filename : 5533, Label: 14, Prediction: [ 0.8743763   0.0685112   0.01055116]
filename : 5543, Label: 4, Prediction: [ 0.98747456  0.00355842  0.00246839]
filename : 5555, Label: 18, Prediction: [ 0.47270012  0.43072802  0.02140123]
filename : 5557, Label: 17, Prediction: [ 0.20644657  0.1426848   0.13851234]
filename : 5563, Label: 6, Prediction: [ 0.43436581  0.18462147  0.11336157]
filename : 5569, Label: 2, Prediction: [ 0.80779481  0.1078551   0.05809887]
filename : 5573, Label: 2, Prediction: [ 0.52594692  0.20044331  0.10913108]
filename : 5583, Label: 19, Prediction: [ 0.68295693  0.1042593   0.06900188]
filename : 559, Label: 5, Prediction: [ 0.64493763  0.20886371  0.05750147]
filename : 5598, Label: 6, Prediction: [ 0.38517427  0.20776686  0.20226143]
filename : 5606, Label: 11, Prediction: [ 0.85506332  0.03639582  0.02907363]
filename : 5607, Label: 5, Prediction: [ 0.99394846  0.00347567  0.00110935]
filename : 5615, Label: 15, Prediction: [  9.25368726e-01   7.40812272e-02   9.87706298e-05]
filename : 562, Label: 23, Prediction: [ 0.72897917  0.10822576  0.04516733]
filename : 5627, Label: 16, Prediction: [ 0.22962999  0.19880643  0.18565647]
filename : 5633, Label: 27, Prediction: [  9.98862147e-01   8.05980060e-04   1.40135904e-04]
filename : 5641, Label: 12, Prediction: [ 0.60476947  0.15118417  0.10169192]
filename : 5650, Label: 6, Prediction: [ 0.96680343  0.01271322  0.01065933]
filename : 5659, Label: 11, Prediction: [ 0.6735689   0.11985461  0.0624674 ]
filename : 566, Label: 3, Prediction: [ 0.98016113  0.00750207  0.0036924 ]
filename : 5665, Label: 27, Prediction: [ 0.54898435  0.26699317  0.07214008]
filename : 568, Label: 13, Prediction: [ 0.55501992  0.25541118  0.07236585]
filename : 5689, Label: 19, Prediction: [ 0.61490357  0.15755948  0.05544408]
filename : 570, Label: 4, Prediction: [ 0.60818523  0.11723021  0.10213887]
filename : 5708, Label: 13, Prediction: [  9.99990225e-01   5.52992424e-06   1.77212337e-06]
filename : 5717, Label: 25, Prediction: [ 0.75337058  0.05869637  0.03954598]
filename : 5722, Label: 1, Prediction: [  9.96115208e-01   2.71407631e-03   4.07121930e-04]
filename : 5724, Label: 25, Prediction: [ 0.66593772  0.2288802   0.05173929]
filename : 5730, Label: 12, Prediction: [ 0.53704882  0.24254546  0.09560578]
filename : 5738, Label: 14, Prediction: [ 0.56503016  0.13076384  0.09584702]
filename : 5747, Label: 23, Prediction: [  9.94092166e-01   5.12470538e-03   4.42211749e-04]
filename : 5757, Label: 3, Prediction: [ 0.9515155   0.03244443  0.00481759]
filename : 5771, Label: 25, Prediction: [ 0.66814029  0.22231311  0.05549914]
filename : 5783, Label: 16, Prediction: [ 0.89471376  0.01904892  0.01482039]
filename : 580, Label: 4, Prediction: [ 0.5031327   0.28307608  0.04570202]
filename : 5800, Label: 14, Prediction: [  9.97295082e-01   1.28084701e-03   3.59306519e-04]
filename : 5809, Label: 16, Prediction: [ 0.32241607  0.19822381  0.13386303]
filename : 5818, Label: 28, Prediction: [ 0.43493316  0.23570526  0.1795823 ]
filename : 5828, Label: 26, Prediction: [ 0.50204623  0.33702284  0.06290206]
filename : 5833, Label: 6, Prediction: [ 0.99445856  0.00309636  0.00118572]
filename : 5848, Label: 5, Prediction: [ 0.98361868  0.01279573  0.00227891]
filename : 5855, Label: 1, Prediction: [ 0.24945983  0.16224132  0.13667434]
filename : 5866, Label: 20, Prediction: [ 0.81044042  0.09073833  0.08012401]
filename : 5868, Label: 27, Prediction: [ 0.58091736  0.38123468  0.02108001]
filename : 5875, Label: 23, Prediction: [ 0.21408817  0.16194932  0.07836622]
filename : 5886, Label: 12, Prediction: [ 0.60423827  0.12772587  0.10068701]
filename : 5897, Label: 5, Prediction: [ 0.63364786  0.21185277  0.07068074]
filename : 5904, Label: 14, Prediction: [ 0.96051174  0.02573627  0.00769827]
filename : 5915, Label: 19, Prediction: [ 0.6535114   0.17704199  0.04173773]
filename : 5928, Label: 23, Prediction: [ 0.82724726  0.0923399   0.05319311]
filename : 5935, Label: 13, Prediction: [ 0.91324484  0.05524541  0.01720828]
filename : 5936, Label: 21, Prediction: [ 0.36929375  0.09023651  0.07542766]
filename : 5942, Label: 22, Prediction: [ 0.9645555   0.02116632  0.00479561]
filename : 5952, Label: 7, Prediction: [ 0.77422881  0.13253333  0.03499051]
filename : 5961, Label: 11, Prediction: [ 0.36053285  0.21499163  0.12586533]
filename : 5969, Label: 29, Prediction: [ 0.44935676  0.40027407  0.09384399]
filename : 5985, Label: 11, Prediction: [ 0.83450043  0.04787439  0.03104165]
filename : 5992, Label: 24, Prediction: [ 0.83005089  0.02950555  0.02631867]
filename : 5998, Label: 21, Prediction: [ 0.39260006  0.13235797  0.1257022 ]
filename : 6, Label: 29, Prediction: [ 0.6135903   0.13696212  0.08326306]
filename : 613, Label: 5, Prediction: [ 0.98990142  0.00274285  0.00249003]
filename : 622, Label: 17, Prediction: [ 0.27621624  0.18214057  0.12143143]
filename : 629, Label: 5, Prediction: [ 0.84907955  0.08549359  0.03537341]
filename : 636, Label: 29, Prediction: [ 0.9927367   0.00379788  0.00179885]
filename : 645, Label: 17, Prediction: [ 0.45428246  0.16843529  0.10399473]
filename : 658, Label: 17, Prediction: [ 0.58696252  0.26079723  0.02756235]
filename : 663, Label: 22, Prediction: [ 0.88662261  0.08639243  0.01071138]
filename : 665, Label: 27, Prediction: [ 0.97917491  0.01257301  0.00339061]
filename : 670, Label: 23, Prediction: [ 0.80129039  0.1554132   0.01373054]
filename : 680, Label: 5, Prediction: [ 0.61326683  0.38009983  0.00323115]
filename : 691, Label: 18, Prediction: [ 0.38454276  0.1165363   0.11512414]
filename : 701, Label: 27, Prediction: [ 0.90522021  0.08712764  0.00499939]
filename : 711, Label: 3, Prediction: [ 0.5013653   0.33029693  0.10866004]
filename : 718, Label: 27, Prediction: [ 0.98780572  0.0053932   0.0033813 ]
filename : 725, Label: 15, Prediction: [  7.25117207e-01   2.72567511e-01   4.93034429e-04]
filename : 727, Label: 26, Prediction: [ 0.20469607  0.16592745  0.15210161]
filename : 735, Label: 22, Prediction: [ 0.98529398  0.00620125  0.00169353]
filename : 746, Label: 15, Prediction: [ 0.3258718   0.29969913  0.14463411]
filename : 753, Label: 14, Prediction: [ 0.91311812  0.04541742  0.01414127]
filename : 762, Label: 6, Prediction: [ 0.98944759  0.00334307  0.00270474]
filename : 772, Label: 3, Prediction: [ 0.97522098  0.0083768   0.00377336]
filename : 780, Label: 5, Prediction: [  9.74677861e-01   2.38579717e-02   4.04952036e-04]
filename : 787, Label: 27, Prediction: [ 0.14134534  0.13990086  0.09262946]
filename : 790, Label: 26, Prediction: [  9.99959946e-01   3.44486762e-05   1.65007214e-06]
filename : 8, Label: 4, Prediction: [ 0.97334427  0.01387776  0.00953505]
filename : 808, Label: 7, Prediction: [ 0.35106269  0.286614    0.10348558]
filename : 82, Label: 21, Prediction: [ 0.20793174  0.16953389  0.13848406]
filename : 828, Label: 23, Prediction: [ 0.55266029  0.14909168  0.10854792]
filename : 837, Label: 29, Prediction: [ 0.56735206  0.40614024  0.01232756]
filename : 844, Label: 26, Prediction: [ 0.24951112  0.22994128  0.12217948]
filename : 853, Label: 18, Prediction: [ 0.39393011  0.31438714  0.09618028]
filename : 854, Label: 27, Prediction: [ 0.92636138  0.01486668  0.01129253]
filename : 864, Label: 27, Prediction: [ 0.97616881  0.00671808  0.00499633]
filename : 871, Label: 2, Prediction: [ 0.48468634  0.34601614  0.07148948]
filename : 880, Label: 5, Prediction: [ 0.25412667  0.18391538  0.1749557 ]
filename : 890, Label: 13, Prediction: [ 0.88386089  0.04697486  0.0140752 ]
filename : 90, Label: 8, Prediction: [ 0.50972992  0.48554537  0.00138557]
filename : 905, Label: 10, Prediction: [ 0.96894729  0.00811586  0.00455985]
filename : 910, Label: 17, Prediction: [ 0.88009578  0.0273235   0.02553044]
filename : 911, Label: 6, Prediction: [ 0.35546255  0.28597039  0.0765676 ]
filename : 922, Label: 16, Prediction: [ 0.96143019  0.01749836  0.01063008]
filename : 932, Label: 29, Prediction: [ 0.50531358  0.23372741  0.16051838]
filename : 939, Label: 12, Prediction: [ 0.24429436  0.22432081  0.18356574]
filename : 949, Label: 14, Prediction: [  9.95065153e-01   2.78246938e-03   6.54669362e-04]
filename : 958, Label: 13, Prediction: [ 0.34500897  0.30709586  0.25134104]
filename : 966, Label: 5, Prediction: [ 0.54689759  0.22336349  0.10172151]
filename : 975, Label: 16, Prediction: [ 0.37695378  0.36752227  0.07505232]
