filename : 10, Label: 1, Prediction: [ 0.71398312  0.1409184   0.07684552]
filename : 3749, Label: 8, Prediction: [ 0.77193612  0.11210516  0.10534431]
filename : 375, Label: 16, Prediction: [ 0.53703761  0.34571478  0.07857919]
filename : 376, Label: 21, Prediction: [ 0.60782737  0.3219561   0.05076844]
filename : 3764, Label: 4, Prediction: [ 0.67350006  0.12461255  0.08214328]
filename : 3770, Label: 26, Prediction: [ 0.50617284  0.280956    0.08159513]
filename : 3780, Label: 22, Prediction: [ 0.38159025  0.19651656  0.16675906]
filename : 3793, Label: 28, Prediction: [ 0.31987005  0.25963682  0.14434427]
filename : 380, Label: 13, Prediction: [ 0.84231091  0.13556027  0.01343251]
filename : 3808, Label: 12, Prediction: [ 0.35898399  0.22438292  0.17359881]
filename : 381, Label: 7, Prediction: [  9.85667706e-01   1.32484185e-02   4.91716026e-04]
filename : 3828, Label: 16, Prediction: [ 0.86728227  0.10514191  0.01629263]
filename : 384, Label: 13, Prediction: [ 0.96906561  0.02692126  0.00132408]
filename : 3847, Label: 23, Prediction: [ 0.9665696   0.02071392  0.00752724]
filename : 386, Label: 3, Prediction: [ 0.72467297  0.09274425  0.06810531]
filename : 387, Label: 13, Prediction: [ 0.72090679  0.2537455   0.02017277]
filename : 388, Label: 25, Prediction: [ 0.5073877   0.23073533  0.22571331]
filename : 3890, Label: 22, Prediction: [  9.93142068e-01   3.04873753e-03   9.87191102e-04]
filename : 3891, Label: 23, Prediction: [ 0.9425329   0.0345544   0.01595061]
filename : 3902, Label: 6, Prediction: [ 0.73591906  0.05188722  0.04859282]
filename : 3915, Label: 6, Prediction: [ 0.9796164   0.0080871   0.00621401]
filename : 3923, Label: 29, Prediction: [ 0.83263683  0.04624938  0.03566756]
filename : 3929, Label: 5, Prediction: [ 0.5166387   0.37468073  0.04982836]
filename : 3938, Label: 5, Prediction: [ 0.94679856  0.01448303  0.0133977 ]
filename : 3950, Label: 8, Prediction: [ 0.61388958  0.31976262  0.02940064]
filename : 3957, Label: 7, Prediction: [ 0.46929643  0.45751059  0.02691641]
filename : 3958, Label: 29, Prediction: [ 0.97091132  0.01595427  0.00914058]
filename : 3964, Label: 7, Prediction: [ 0.92544192  0.02624049  0.01034315]
filename : 3973, Label: 6, Prediction: [ 0.83947527  0.03179098  0.02568978]
filename : 3979, Label: 8, Prediction: [ 0.668836    0.22414464  0.02724655]
filename : 399, Label: 1, Prediction: [ 0.62344414  0.17410514  0.13946879]
filename : 400, Label: 13, Prediction: [ 0.59203076  0.38273934  0.01035068]
filename : 4012, Label: 2, Prediction: [ 0.42146981  0.37854505  0.08204827]
filename : 4024, Label: 22, Prediction: [ 0.5934146   0.16760108  0.11955511]
filename : 4027, Label: 28, Prediction: [ 0.53328824  0.379044    0.03151652]
filename : 4032, Label: 29, Prediction: [ 0.25580826  0.2358748   0.15734901]
filename : 4041, Label: 29, Prediction: [ 0.96770692  0.0100775   0.00988648]
filename : 4052, Label: 2, Prediction: [ 0.9655385   0.01141117  0.00852285]
filename : 4062, Label: 23, Prediction: [ 0.38195565  0.22278997  0.15739574]
filename : 4068, Label: 26, Prediction: [ 0.65988684  0.25542113  0.05434133]
filename : 4074, Label: 19, Prediction: [ 0.62750006  0.30995518  0.03492274]
filename : 4080, Label: 29, Prediction: [ 0.63784426  0.25344321  0.09864965]
filename : 4081, Label: 11, Prediction: [ 0.52961653  0.22493999  0.07233117]
filename : 4089, Label: 5, Prediction: [ 0.52923137  0.20520703  0.14481182]
filename : 4099, Label: 7, Prediction: [ 0.96421599  0.01773753  0.01309573]
filename : 4103, Label: 21, Prediction: [ 0.59352553  0.22728761  0.09071158]
filename : 411, Label: 8, Prediction: [  9.92098093e-01   5.31312451e-03   6.77580945e-04]
filename : 4115, Label: 17, Prediction: [ 0.57344788  0.31080809  0.05166131]
filename : 4124, Label: 18, Prediction: [ 0.65245068  0.26253617  0.05946543]
filename : 413, Label: 12, Prediction: [  9.97678459e-01   4.85167926e-04   3.66484601e-04]
filename : 4132, Label: 16, Prediction: [ 0.95889282  0.01753861  0.00901378]
filename : 4142, Label: 16, Prediction: [ 0.52670795  0.07603123  0.07386674]
filename : 4150, Label: 27, Prediction: [  9.99998569e-01   5.20394849e-07   4.45393312e-07]
filename : 4167, Label: 12, Prediction: [ 0.40948105  0.40323761  0.07894026]
filename : 4181, Label: 2, Prediction: [ 0.98347694  0.00748228  0.00228625]
filename : 4189, Label: 4, Prediction: [ 0.57428241  0.1536108   0.08627242]
filename : 4202, Label: 3, Prediction: [ 0.83632541  0.12640755  0.00924341]
filename : 4214, Label: 6, Prediction: [ 0.7859447   0.05425812  0.04718225]
filename : 4216, Label: 28, Prediction: [ 0.54937494  0.2265233   0.09284412]
filename : 4229, Label: 11, Prediction: [ 0.8727318   0.07903406  0.03609886]
filename : 4235, Label: 12, Prediction: [  9.91912365e-01   5.19458018e-03   8.58358457e-04]
filename : 4245, Label: 19, Prediction: [ 0.75489134  0.06948376  0.05128399]
filename : 4257, Label: 10, Prediction: [ 0.66195267  0.0690343   0.04538269]
filename : 4264, Label: 16, Prediction: [ 0.99096304  0.003088    0.00307583]
filename : 428, Label: 4, Prediction: [ 0.57934791  0.21436463  0.11291087]
filename : 4289, Label: 24, Prediction: [ 0.57725388  0.22176589  0.15607592]
filename : 429, Label: 5, Prediction: [ 0.3950845   0.18314002  0.09976652]
filename : 4300, Label: 8, Prediction: [  9.88018632e-01   9.88773163e-03   7.50597566e-04]
filename : 4313, Label: 6, Prediction: [ 0.54475349  0.13491155  0.11680423]
filename : 4321, Label: 3, Prediction: [ 0.53861356  0.09829517  0.09214669]
filename : 4334, Label: 21, Prediction: [ 0.76036495  0.0852582   0.06595124]
filename : 4347, Label: 11, Prediction: [ 0.51017058  0.23171036  0.10659115]
filename : 4355, Label: 14, Prediction: [ 0.4980028   0.3274487   0.08587163]
filename : 4361, Label: 26, Prediction: [ 0.76071417  0.21467304  0.01219077]
filename : 4362, Label: 29, Prediction: [ 0.63225609  0.32844937  0.02265183]
filename : 4372, Label: 23, Prediction: [ 0.78106904  0.09431607  0.08556346]
filename : 4385, Label: 9, Prediction: [ 0.61781687  0.1448884   0.06044845]
filename : 4394, Label: 26, Prediction: [ 0.95501357  0.02351614  0.00918987]
filename : 440, Label: 25, Prediction: [ 0.95554805  0.01780803  0.01035293]
filename : 4407, Label: 20, Prediction: [ 0.43936679  0.3500123   0.09654657]
filename : 4415, Label: 11, Prediction: [ 0.48472425  0.37186256  0.07435857]
filename : 4432, Label: 27, Prediction: [ 0.50877702  0.3582055   0.05098519]
filename : 4433, Label: 11, Prediction: [ 0.96850812  0.02240412  0.00566255]
filename : 4441, Label: 11, Prediction: [ 0.46278727  0.1624327   0.13252151]
filename : 4453, Label: 4, Prediction: [ 0.89680439  0.0285289   0.020166  ]
filename : 4469, Label: 12, Prediction: [ 0.44597381  0.23571511  0.1747939 ]
filename : 4478, Label: 24, Prediction: [ 0.80386734  0.06225814  0.05497613]
filename : 4489, Label: 16, Prediction: [ 0.60223973  0.30505452  0.0344195 ]
filename : 4506, Label: 7, Prediction: [  9.96209621e-01   1.92155305e-03   4.97325382e-04]
filename : 4516, Label: 12, Prediction: [ 0.51468474  0.18955578  0.06227718]
filename : 4518, Label: 18, Prediction: [ 0.99492526  0.00321279  0.00099661]
filename : 4527, Label: 14, Prediction: [ 0.65567029  0.26098815  0.03480316]
filename : 4538, Label: 29, Prediction: [  9.95828450e-01   1.63271686e-03   8.15319770e-04]
filename : 4549, Label: 27, Prediction: [ 0.34951797  0.20198785  0.11311044]
filename : 4555, Label: 6, Prediction: [ 0.91015249  0.02652166  0.01915888]
filename : 4567, Label: 2, Prediction: [ 0.77185458  0.0929507   0.05458933]
filename : 4572, Label: 27, Prediction: [ 0.34428516  0.26889947  0.12431828]
filename : 4586, Label: 10, Prediction: [ 0.90304762  0.08423562  0.00510964]
filename : 4587, Label: 29, Prediction: [ 0.71056312  0.09746772  0.09017588]
filename : 4599, Label: 25, Prediction: [ 0.40410733  0.2764999   0.08474129]
filename : 4608, Label: 10, Prediction: [ 0.89176881  0.07659704  0.01779304]
filename : 462, Label: 2, Prediction: [ 0.99078357  0.00288397  0.00166514]
filename : 4629, Label: 21, Prediction: [ 0.57939792  0.2393093   0.0764009 ]
filename : 4633, Label: 26, Prediction: [ 0.91801429  0.0535049   0.00602379]
filename : 4645, Label: 27, Prediction: [ 0.98512739  0.00351035  0.00340318]
filename : 4650, Label: 24, Prediction: [ 0.32083282  0.22896886  0.11086776]
filename : 4651, Label: 19, Prediction: [ 0.5047313   0.15465538  0.14351629]
filename : 4661, Label: 28, Prediction: [ 0.42720753  0.20521571  0.14429444]
filename : 467, Label: 2, Prediction: [ 0.47626218  0.18720378  0.15562057]
filename : 4680, Label: 24, Prediction: [ 0.9652102   0.01608778  0.00617425]
filename : 4695, Label: 12, Prediction: [ 0.98695612  0.00741072  0.00215548]
filename : 4705, Label: 21, Prediction: [ 0.25091991  0.20193334  0.18248199]
filename : 4719, Label: 6, Prediction: [ 0.41693011  0.28428072  0.20070277]
filename : 4729, Label: 5, Prediction: [ 0.64436191  0.16667971  0.1176153 ]
filename : 473, Label: 10, Prediction: [ 0.50606191  0.38832548  0.02174352]
filename : 4738, Label: 6, Prediction: [ 0.834822    0.07489114  0.02900896]
filename : 4744, Label: 1, Prediction: [ 0.88508284  0.03056693  0.02348027]
filename : 4758, Label: 20, Prediction: [ 0.89752471  0.03377976  0.03034125]
filename : 4770, Label: 4, Prediction: [ 0.68618059  0.1845957   0.10642143]
filename : 4775, Label: 25, Prediction: [ 0.84604049  0.12528461  0.00986981]
filename : 4780, Label: 19, Prediction: [ 0.44794348  0.39176881  0.08226368]
filename : 4788, Label: 29, Prediction: [ 0.80965376  0.08456496  0.04295253]
filename : 4789, Label: 24, Prediction: [ 0.94047016  0.03189597  0.01031103]
filename : 4796, Label: 4, Prediction: [ 0.2284146   0.20933032  0.17408997]
filename : 4811, Label: 11, Prediction: [  8.33948195e-01   1.64107010e-01   4.03572369e-04]
filename : 4821, Label: 14, Prediction: [ 0.44359055  0.16835107  0.125422  ]
filename : 4829, Label: 12, Prediction: [ 0.93562531  0.01347366  0.01130156]
filename : 4838, Label: 6, Prediction: [ 0.26430887  0.19653609  0.13220069]
filename : 4844, Label: 11, Prediction: [ 0.72696733  0.18282495  0.0436344 ]
filename : 4854, Label: 26, Prediction: [ 0.79691046  0.05987144  0.03754672]
filename : 486, Label: 19, Prediction: [ 0.67598021  0.14332668  0.09190919]
filename : 4867, Label: 19, Prediction: [ 0.45519957  0.20299773  0.15909286]
filename : 4874, Label: 3, Prediction: [ 0.54399157  0.21630147  0.1303806 ]
filename : 4882, Label: 2, Prediction: [ 0.35371152  0.19532977  0.10629211]
filename : 4890, Label: 13, Prediction: [ 0.94720578  0.04751206  0.00296508]
filename : 4905, Label: 29, Prediction: [ 0.99592042  0.00184083  0.00128241]
filename : 4914, Label: 23, Prediction: [ 0.66109324  0.21176112  0.07371164]
filename : 4921, Label: 16, Prediction: [ 0.92867285  0.01893401  0.01806578]
filename : 4922, Label: 12, Prediction: [ 0.71439803  0.07568053  0.05127479]
filename : 493, Label: 5, Prediction: [ 0.28022197  0.22749032  0.1623618 ]
filename : 4940, Label: 18, Prediction: [ 0.93953657  0.01746304  0.01117086]
filename : 4952, Label: 2, Prediction: [ 0.99347937  0.00297863  0.00142297]
filename : 4963, Label: 6, Prediction: [ 0.47849861  0.19933482  0.1568395 ]
filename : 4972, Label: 21, Prediction: [ 0.49470028  0.39710099  0.02100654]
filename : 4981, Label: 7, Prediction: [  9.86175716e-01   1.19938450e-02   6.22499792e-04]
filename : 4989, Label: 17, Prediction: [ 0.41555247  0.41206819  0.05676994]
filename : 499, Label: 26, Prediction: [ 0.23549944  0.19146597  0.1884623 ]
filename : 50, Label: 22, Prediction: [ 0.75450629  0.09046812  0.05454149]
filename : 5006, Label: 19, Prediction: [ 0.36248854  0.3406356   0.06177028]
filename : 5017, Label: 24, Prediction: [ 0.46471652  0.35106727  0.06401886]
filename : 5026, Label: 22, Prediction: [ 0.58691382  0.14587396  0.12727015]
filename : 5034, Label: 8, Prediction: [ 0.31830025  0.26879334  0.23359698]
filename : 5044, Label: 12, Prediction: [ 0.98373771  0.00877947  0.00317414]
filename : 5055, Label: 2, Prediction: [ 0.49416414  0.12890063  0.08158695]
filename : 5057, Label: 17, Prediction: [ 0.75493962  0.13586779  0.07759178]
filename : 5067, Label: 1, Prediction: [ 0.45989242  0.3368631   0.147503  ]
filename : 5082, Label: 27, Prediction: [  9.99978542e-01   1.09171133e-05   6.23316828e-06]
filename : 5088, Label: 8, Prediction: [ 0.38078102  0.38011342  0.08059105]
filename : 5093, Label: 4, Prediction: [ 0.46815085  0.37108466  0.07071464]
filename : 5101, Label: 10, Prediction: [ 0.95817661  0.01044571  0.01022422]
filename : 5109, Label: 16, Prediction: [ 0.81988764  0.14689483  0.01654596]
filename : 5119, Label: 26, Prediction: [ 0.66447514  0.06770892  0.06768701]
filename : 5121, Label: 8, Prediction: [ 0.53061926  0.27227148  0.04806969]
filename : 5130, Label: 24, Prediction: [ 0.96502888  0.00687505  0.0054479 ]
filename : 5140, Label: 27, Prediction: [ 0.39963895  0.39563632  0.0592509 ]
filename : 515, Label: 21, Prediction: [ 0.50943577  0.11322889  0.08474205]
filename : 5160, Label: 26, Prediction: [ 0.33669856  0.2549012   0.22245777]
filename : 5169, Label: 16, Prediction: [ 0.59167469  0.28239277  0.06438605]
filename : 5176, Label: 10, Prediction: [ 0.39750776  0.32526675  0.12466224]
filename : 5182, Label: 29, Prediction: [ 0.94679773  0.01759205  0.00890289]
filename : 5186, Label: 28, Prediction: [ 0.98786271  0.00587188  0.00316821]
filename : 5192, Label: 26, Prediction: [ 0.27854487  0.11449162  0.10536812]
filename : 520, Label: 7, Prediction: [ 0.849711    0.04636174  0.03635817]
filename : 5205, Label: 3, Prediction: [ 0.98211116  0.01014143  0.00475565]
filename : 5215, Label: 2, Prediction: [  9.98401225e-01   1.34076469e-03   9.07297217e-05]
filename : 5224, Label: 29, Prediction: [ 0.95462245  0.02096043  0.01248379]
filename : 5237, Label: 5, Prediction: [ 0.55043548  0.3224875   0.05895494]
filename : 5249, Label: 28, Prediction: [ 0.92055297  0.07344648  0.0033707 ]
filename : 525, Label: 22, Prediction: [ 0.3367081   0.18288718  0.12346796]
filename : 5259, Label: 14, Prediction: [ 0.7534101   0.06255085  0.06136649]
filename : 5266, Label: 28, Prediction: [ 0.55357862  0.29846841  0.07957158]
filename : 5274, Label: 29, Prediction: [ 0.82662672  0.0373686   0.03587282]
filename : 5282, Label: 29, Prediction: [ 0.29983604  0.24126606  0.08527351]
filename : 5299, Label: 25, Prediction: [ 0.35711133  0.20870997  0.15573542]
filename : 5309, Label: 21, Prediction: [ 0.5914312   0.32674524  0.03643129]
filename : 5317, Label: 25, Prediction: [ 0.30628458  0.24091817  0.08543343]
filename : 5320, Label: 26, Prediction: [ 0.23466009  0.12380786  0.10735162]
filename : 5326, Label: 22, Prediction: [ 0.4184083   0.32106164  0.06850789]
filename : 5337, Label: 17, Prediction: [ 0.93808734  0.0583782   0.00234982]
filename : 5341, Label: 2, Prediction: [ 0.8439042   0.09163761  0.04106715]
filename : 5352, Label: 2, Prediction: [ 0.41942012  0.40593088  0.05805226]
filename : 5363, Label: 27, Prediction: [ 0.93140656  0.02758983  0.01327248]
filename : 5375, Label: 9, Prediction: [ 0.79256457  0.13108167  0.02195024]
filename : 5386, Label: 13, Prediction: [ 0.86335707  0.09810567  0.02509652]
filename : 539, Label: 25, Prediction: [ 0.42051938  0.180407    0.11031089]
filename : 540, Label: 8, Prediction: [ 0.97810125  0.0064516   0.00481891]
filename : 5405, Label: 4, Prediction: [ 0.8298226   0.06379552  0.03980312]
filename : 541, Label: 21, Prediction: [ 0.7990272   0.10219708  0.0172976 ]
filename : 5415, Label: 20, Prediction: [ 0.5052377   0.19369827  0.08713968]
filename : 5420, Label: 18, Prediction: [ 0.59175408  0.24597749  0.07297196]
filename : 5430, Label: 25, Prediction: [ 0.60861033  0.20141169  0.08687542]
filename : 5440, Label: 27, Prediction: [ 0.98627901  0.00730959  0.00369877]
filename : 5441, Label: 14, Prediction: [ 0.358798    0.33904439  0.05765253]
filename : 5453, Label: 27, Prediction: [ 0.48857191  0.23500502  0.18978801]
filename : 5458, Label: 15, Prediction: [ 0.44128078  0.318831    0.05670493]
filename : 5464, Label: 27, Prediction: [ 0.80497766  0.05221428  0.04478128]
filename : 5470, Label: 21, Prediction: [ 0.46938494  0.38068649  0.03736839]
filename : 5479, Label: 12, Prediction: [ 0.97522688  0.01026937  0.00665557]
filename : 5489, Label: 16, Prediction: [ 0.84559864  0.12341553  0.0138065 ]
filename : 5495, Label: 2, Prediction: [ 0.77952999  0.11718861  0.03529866]
filename : 5496, Label: 11, Prediction: [ 0.69248313  0.12755044  0.059099  ]
filename : 5501, Label: 16, Prediction: [ 0.92866832  0.02721304  0.0086771 ]
filename : 5507, Label: 19, Prediction: [ 0.93575704  0.01648382  0.00990535]
filename : 5517, Label: 20, Prediction: [ 0.33028662  0.24301429  0.22145545]
filename : 5524, Label: 5, Prediction: [ 0.42294645  0.13171786  0.07619451]
filename : 5533, Label: 14, Prediction: [ 0.73421478  0.18513493  0.01854314]
filename : 5543, Label: 22, Prediction: [ 0.81782043  0.14703251  0.01626838]
filename : 5555, Label: 18, Prediction: [ 0.95828134  0.02228164  0.01045117]
filename : 5557, Label: 17, Prediction: [ 0.58341652  0.10991347  0.07735124]
filename : 5563, Label: 20, Prediction: [ 0.45704034  0.21376961  0.1283633 ]
filename : 5569, Label: 4, Prediction: [ 0.73888129  0.24668796  0.00542736]
filename : 5573, Label: 2, Prediction: [ 0.96684831  0.02085348  0.00838504]
filename : 5583, Label: 23, Prediction: [ 0.37175828  0.28566626  0.23025094]
filename : 559, Label: 22, Prediction: [ 0.57636857  0.24802154  0.15514155]
filename : 5598, Label: 12, Prediction: [ 0.69756806  0.10477108  0.06406886]
filename : 5606, Label: 19, Prediction: [ 0.83005387  0.10624225  0.01660061]
filename : 5607, Label: 5, Prediction: [ 0.98559976  0.00784118  0.00246364]
filename : 5615, Label: 9, Prediction: [ 0.57900673  0.39242455  0.00624006]
filename : 562, Label: 23, Prediction: [ 0.57299155  0.29856199  0.03845824]
filename : 5627, Label: 16, Prediction: [ 0.84924346  0.10532357  0.01939496]
filename : 5633, Label: 27, Prediction: [  9.91465926e-01   8.41970276e-03   2.95786631e-05]
filename : 5641, Label: 22, Prediction: [ 0.27114862  0.24782361  0.24068925]
filename : 5650, Label: 22, Prediction: [ 0.72324681  0.22296719  0.0297297 ]
filename : 5659, Label: 27, Prediction: [ 0.77293664  0.13276669  0.04287285]
filename : 566, Label: 14, Prediction: [ 0.1720992   0.11963471  0.10083073]
filename : 5665, Label: 10, Prediction: [  9.97642577e-01   1.37006596e-03   1.93319662e-04]
filename : 568, Label: 16, Prediction: [ 0.40656215  0.2247539   0.17474207]
filename : 5689, Label: 12, Prediction: [ 0.70802408  0.14129344  0.06618497]
filename : 570, Label: 2, Prediction: [ 0.66732591  0.12427822  0.09106862]
filename : 5708, Label: 13, Prediction: [ 0.96834129  0.02873085  0.00114864]
filename : 5717, Label: 25, Prediction: [ 0.92915505  0.04515248  0.0140685 ]
filename : 5722, Label: 1, Prediction: [ 0.41430944  0.32779545  0.09516052]
filename : 5724, Label: 25, Prediction: [ 0.50802583  0.3199513   0.06327277]
filename : 5730, Label: 7, Prediction: [ 0.99338657  0.00463255  0.00136969]
filename : 5738, Label: 12, Prediction: [ 0.57039201  0.14124663  0.09980737]
filename : 5747, Label: 19, Prediction: [ 0.58715397  0.28151336  0.06238595]
filename : 5757, Label: 8, Prediction: [  9.98509824e-01   1.16055156e-03   1.11661968e-04]
filename : 5771, Label: 22, Prediction: [ 0.77034593  0.21202053  0.01215628]
filename : 5783, Label: 16, Prediction: [ 0.4253239   0.26391014  0.12642914]
filename : 580, Label: 21, Prediction: [ 0.54531616  0.20334382  0.08323673]
filename : 5800, Label: 14, Prediction: [ 0.95172489  0.03529407  0.00447482]
filename : 5809, Label: 16, Prediction: [ 0.73014158  0.15738446  0.05280932]
filename : 5818, Label: 12, Prediction: [ 0.84801245  0.09949391  0.01454551]
filename : 5828, Label: 26, Prediction: [ 0.37216926  0.36476848  0.1445988 ]
filename : 5833, Label: 6, Prediction: [ 0.92583668  0.04395972  0.01478379]
filename : 5848, Label: 5, Prediction: [ 0.98853368  0.00446751  0.00272951]
filename : 5855, Label: 7, Prediction: [ 0.42644095  0.19027063  0.08509549]
filename : 5866, Label: 13, Prediction: [ 0.48966455  0.46070325  0.03133387]
filename : 5868, Label: 26, Prediction: [ 0.44168016  0.24641247  0.20872249]
filename : 5875, Label: 1, Prediction: [ 0.34650177  0.15300539  0.08165676]
filename : 5886, Label: 23, Prediction: [ 0.8564086   0.03987348  0.03543837]
filename : 5897, Label: 4, Prediction: [ 0.60161018  0.21037403  0.08930967]
filename : 5904, Label: 14, Prediction: [ 0.74449378  0.19130844  0.04211466]
filename : 5915, Label: 19, Prediction: [ 0.80775744  0.07417604  0.03562791]
filename : 5928, Label: 23, Prediction: [ 0.50585991  0.20313977  0.11017212]
filename : 5935, Label: 13, Prediction: [ 0.91611814  0.06835379  0.00763658]
filename : 5936, Label: 3, Prediction: [ 0.41056132  0.15258364  0.10117823]
filename : 5942, Label: 22, Prediction: [ 0.99478698  0.00161447  0.00132043]
filename : 5952, Label: 7, Prediction: [ 0.908925    0.03568014  0.02675668]
filename : 5961, Label: 23, Prediction: [ 0.33492535  0.22338235  0.1610029 ]
filename : 5969, Label: 27, Prediction: [ 0.73258322  0.15516222  0.05686378]
filename : 5985, Label: 11, Prediction: [ 0.96490413  0.01858239  0.00430567]
filename : 5992, Label: 24, Prediction: [ 0.37384626  0.22218932  0.07009118]
filename : 5998, Label: 21, Prediction: [ 0.8159951   0.09553015  0.03718798]
filename : 6, Label: 12, Prediction: [ 0.26022086  0.23068896  0.15885006]
filename : 613, Label: 5, Prediction: [  9.97414708e-01   1.19591912e-03   7.03371887e-04]
filename : 622, Label: 19, Prediction: [ 0.80917549  0.05154931  0.04569928]
filename : 629, Label: 5, Prediction: [ 0.94730079  0.02222568  0.00853367]
filename : 636, Label: 29, Prediction: [ 0.97764164  0.01281917  0.0029357 ]
filename : 645, Label: 21, Prediction: [ 0.46481982  0.37704211  0.09151438]
filename : 658, Label: 17, Prediction: [ 0.98488957  0.00337464  0.00331242]
filename : 663, Label: 24, Prediction: [ 0.47482291  0.18480569  0.08488086]
filename : 665, Label: 27, Prediction: [ 0.71412861  0.26480806  0.00990654]
filename : 670, Label: 23, Prediction: [ 0.70050746  0.20493026  0.0267181 ]
filename : 680, Label: 4, Prediction: [ 0.6394732   0.28557238  0.0393651 ]
filename : 691, Label: 23, Prediction: [ 0.49857771  0.19319788  0.12420453]
filename : 701, Label: 28, Prediction: [ 0.73402441  0.26012895  0.00177271]
filename : 711, Label: 3, Prediction: [ 0.53305495  0.26922524  0.13224903]
filename : 718, Label: 27, Prediction: [ 0.49370471  0.47813103  0.02704166]
filename : 725, Label: 9, Prediction: [ 0.85566878  0.12555748  0.00317312]
filename : 727, Label: 7, Prediction: [ 0.33304474  0.30072299  0.14273643]
filename : 735, Label: 25, Prediction: [ 0.64748329  0.11651118  0.07716596]
filename : 746, Label: 18, Prediction: [  9.87059236e-01   1.18803009e-02   8.15268315e-04]
filename : 753, Label: 14, Prediction: [ 0.49892798  0.28021306  0.11883206]
filename : 762, Label: 22, Prediction: [ 0.59023452  0.2219588   0.07078755]
filename : 772, Label: 7, Prediction: [ 0.68478912  0.26737154  0.02310004]
filename : 780, Label: 5, Prediction: [ 0.51878172  0.24573176  0.20407933]
filename : 787, Label: 14, Prediction: [ 0.24405074  0.21254423  0.14978972]
filename : 790, Label: 26, Prediction: [ 0.55840898  0.09224529  0.08594824]
filename : 8, Label: 6, Prediction: [ 0.5835917   0.28087425  0.04761493]
filename : 808, Label: 7, Prediction: [ 0.56745285  0.41165707  0.00995364]
filename : 82, Label: 21, Prediction: [ 0.38502741  0.15118019  0.14659323]
filename : 828, Label: 11, Prediction: [ 0.29755649  0.27989173  0.11629921]
filename : 837, Label: 29, Prediction: [ 0.95465958  0.02777104  0.00572465]
filename : 844, Label: 26, Prediction: [ 0.36656731  0.36361694  0.09194412]
filename : 853, Label: 29, Prediction: [ 0.22958246  0.22142193  0.21855178]
filename : 854, Label: 21, Prediction: [ 0.30649537  0.11916263  0.09450886]
filename : 864, Label: 27, Prediction: [ 0.76513493  0.11285703  0.05133753]
filename : 871, Label: 2, Prediction: [ 0.56194454  0.12902135  0.10702721]
filename : 880, Label: 25, Prediction: [ 0.35275525  0.08855043  0.06817575]
filename : 890, Label: 8, Prediction: [ 0.2833209   0.24003285  0.23853984]
filename : 90, Label: 8, Prediction: [ 0.46266168  0.22983839  0.22386672]
filename : 905, Label: 10, Prediction: [ 0.98062176  0.01087037  0.00295095]
filename : 910, Label: 16, Prediction: [ 0.41245919  0.21742655  0.11727168]
filename : 911, Label: 4, Prediction: [ 0.53680074  0.12864524  0.06658953]
filename : 922, Label: 16, Prediction: [ 0.97924888  0.01078976  0.00868534]
filename : 932, Label: 29, Prediction: [ 0.90699744  0.03398693  0.01876897]
filename : 939, Label: 16, Prediction: [ 0.62890857  0.19760002  0.0549264 ]
filename : 949, Label: 14, Prediction: [ 0.91511965  0.05740939  0.01525132]
filename : 958, Label: 29, Prediction: [ 0.73700035  0.05185803  0.05041476]
filename : 966, Label: 6, Prediction: [ 0.66535306  0.26364774  0.03371517]
filename : 975, Label: 17, Prediction: [ 0.89060569  0.03443697  0.02653889]
