filename : 10, Label: 23, Prediction: [ 0.60416305  0.22545815  0.09385873]
filename : 3706, Label: 27, Prediction: [ 0.62713784  0.14953241  0.06946336]
filename : 3714, Label: 25, Prediction: [ 0.38376993  0.21019858  0.20163606]
filename : 3727, Label: 17, Prediction: [ 0.80332822  0.11287852  0.07988444]
filename : 3733, Label: 23, Prediction: [ 0.55802977  0.27235445  0.07456127]
filename : 3742, Label: 23, Prediction: [ 0.55390722  0.15123139  0.06372162]
filename : 3749, Label: 19, Prediction: [  9.96192932e-01   2.73212465e-03   4.39476105e-04]
filename : 375, Label: 29, Prediction: [ 0.83309257  0.12414972  0.00872242]
filename : 376, Label: 26, Prediction: [ 0.98964185  0.00436209  0.00263818]
filename : 3764, Label: 4, Prediction: [ 0.74348617  0.18257412  0.05528412]
filename : 3770, Label: 18, Prediction: [ 0.29420212  0.2914021   0.17935002]
filename : 3780, Label: 25, Prediction: [ 0.97665775  0.01429146  0.0026651 ]
filename : 3793, Label: 12, Prediction: [ 0.9541235   0.01308642  0.0103885 ]
filename : 380, Label: 13, Prediction: [  9.99278009e-01   5.97285340e-04   8.24175877e-05]
filename : 3808, Label: 19, Prediction: [ 0.90723258  0.07098711  0.014524  ]
filename : 381, Label: 2, Prediction: [ 0.77489495  0.19988044  0.02388058]
filename : 3828, Label: 16, Prediction: [ 0.9298144   0.04293855  0.01223281]
filename : 384, Label: 13, Prediction: [  9.89285052e-01   1.02236783e-02   1.73459412e-04]
filename : 3847, Label: 22, Prediction: [ 0.66069585  0.32594043  0.00529325]
filename : 386, Label: 3, Prediction: [ 0.97068757  0.00835887  0.00543708]
filename : 387, Label: 13, Prediction: [  9.89516437e-01   1.00257248e-02   3.80602403e-04]
filename : 388, Label: 14, Prediction: [ 0.86362553  0.12960806  0.00443755]
filename : 3890, Label: 22, Prediction: [ 0.96020836  0.03371661  0.00161948]
filename : 3891, Label: 23, Prediction: [  9.46380854e-01   5.28454632e-02   4.04159335e-04]
filename : 3902, Label: 22, Prediction: [ 0.41658652  0.34395421  0.16292638]
filename : 3915, Label: 6, Prediction: [ 0.84448159  0.11712226  0.0222835 ]
filename : 3923, Label: 20, Prediction: [ 0.34889534  0.2213531   0.18853027]
filename : 3929, Label: 19, Prediction: [ 0.49807215  0.32053271  0.09341025]
filename : 3938, Label: 5, Prediction: [ 0.94126981  0.04025633  0.00561148]
filename : 3950, Label: 8, Prediction: [ 0.98117024  0.01524991  0.00264381]
filename : 3957, Label: 7, Prediction: [ 0.47756475  0.39268738  0.03946895]
filename : 3958, Label: 29, Prediction: [ 0.95900846  0.03013281  0.0075497 ]
filename : 3964, Label: 7, Prediction: [ 0.88731712  0.09840573  0.00724116]
filename : 3973, Label: 2, Prediction: [ 0.48506957  0.3662625   0.0511959 ]
filename : 3979, Label: 8, Prediction: [ 0.86816835  0.06910376  0.03991718]
filename : 399, Label: 29, Prediction: [ 0.83687633  0.10518968  0.04701805]
filename : 400, Label: 13, Prediction: [ 0.98778313  0.0062988   0.0031358 ]
filename : 4012, Label: 20, Prediction: [  9.99452412e-01   2.61878857e-04   1.42571007e-04]
filename : 4024, Label: 22, Prediction: [ 0.81785661  0.10913061  0.06679514]
filename : 4027, Label: 3, Prediction: [  8.86832893e-01   1.11369357e-01   7.62346608e-04]
filename : 4032, Label: 26, Prediction: [ 0.62829649  0.15585797  0.06702068]
filename : 4041, Label: 29, Prediction: [ 0.70858216  0.08946682  0.06834488]
filename : 4052, Label: 2, Prediction: [ 0.98661184  0.00522906  0.00506494]
filename : 4062, Label: 11, Prediction: [ 0.38992578  0.20340951  0.16715397]
filename : 4068, Label: 26, Prediction: [ 0.80137295  0.13245045  0.04273583]
filename : 4074, Label: 19, Prediction: [ 0.63380903  0.24487114  0.04973627]
filename : 4080, Label: 11, Prediction: [ 0.98817247  0.00922689  0.00145052]
filename : 4081, Label: 11, Prediction: [ 0.84313822  0.11525937  0.02840804]
filename : 4089, Label: 19, Prediction: [ 0.94330877  0.02197808  0.01891673]
filename : 4099, Label: 28, Prediction: [ 0.67859507  0.20755892  0.05034851]
filename : 4103, Label: 3, Prediction: [ 0.69619292  0.21117325  0.01419133]
filename : 411, Label: 8, Prediction: [ 0.98261511  0.01068615  0.00554309]
filename : 4115, Label: 16, Prediction: [ 0.60395992  0.16558284  0.04768235]
filename : 4124, Label: 29, Prediction: [ 0.99067557  0.0036073   0.00327675]
filename : 413, Label: 12, Prediction: [  9.99675155e-01   1.09405046e-04   5.99503874e-05]
filename : 4132, Label: 29, Prediction: [ 0.97034937  0.01179226  0.00554553]
filename : 4142, Label: 16, Prediction: [ 0.2840414   0.27172288  0.12504694]
filename : 4150, Label: 27, Prediction: [  1.00000000e+00   3.50793457e-08   2.60190340e-08]
filename : 4167, Label: 6, Prediction: [ 0.71326733  0.13454422  0.08909596]
filename : 4181, Label: 2, Prediction: [  9.99464810e-01   2.15784123e-04   8.83157409e-05]
filename : 4189, Label: 4, Prediction: [ 0.58297181  0.24919593  0.08789456]
filename : 4202, Label: 3, Prediction: [ 0.97797501  0.00972349  0.00638962]
filename : 4214, Label: 9, Prediction: [ 0.96481997  0.00897521  0.00834123]
filename : 4216, Label: 12, Prediction: [ 0.75528628  0.18111555  0.02302317]
filename : 4229, Label: 11, Prediction: [ 0.97892958  0.01113685  0.00859682]
filename : 4235, Label: 12, Prediction: [  9.97687936e-01   1.00019481e-03   5.63410693e-04]
filename : 4245, Label: 19, Prediction: [  9.99851584e-01   4.60682058e-05   4.55993686e-05]
filename : 4257, Label: 24, Prediction: [ 0.34791768  0.22667816  0.07649557]
filename : 4264, Label: 16, Prediction: [ 0.99615908  0.00236571  0.00114306]
filename : 428, Label: 4, Prediction: [ 0.79566598  0.15634708  0.01564207]
filename : 4289, Label: 24, Prediction: [ 0.51282769  0.45034871  0.01823493]
filename : 429, Label: 25, Prediction: [ 0.95404375  0.03741623  0.00428152]
filename : 4300, Label: 12, Prediction: [ 0.49620503  0.48901442  0.00398042]
filename : 4313, Label: 24, Prediction: [ 0.94980228  0.0338422   0.01151761]
filename : 4321, Label: 22, Prediction: [ 0.57465619  0.25062037  0.05742252]
filename : 4334, Label: 4, Prediction: [ 0.87184131  0.05140685  0.03555265]
filename : 4347, Label: 11, Prediction: [ 0.86486977  0.11708539  0.00568713]
filename : 4355, Label: 16, Prediction: [ 0.55433267  0.23591827  0.1258858 ]
filename : 4361, Label: 26, Prediction: [ 0.94590187  0.02210097  0.01293369]
filename : 4362, Label: 29, Prediction: [ 0.82859629  0.11677956  0.027659  ]
filename : 4372, Label: 23, Prediction: [ 0.97971982  0.01234072  0.00471465]
filename : 4385, Label: 9, Prediction: [ 0.85205758  0.09342179  0.0276541 ]
filename : 4394, Label: 26, Prediction: [  9.98236537e-01   1.22421782e-03   1.19443175e-04]
filename : 440, Label: 25, Prediction: [ 0.5189783   0.45141709  0.0093951 ]
filename : 4407, Label: 16, Prediction: [ 0.83486104  0.11741563  0.02017258]
filename : 4415, Label: 11, Prediction: [ 0.97013086  0.0217735   0.00330184]
filename : 4432, Label: 27, Prediction: [ 0.96557397  0.02339716  0.00536258]
filename : 4433, Label: 11, Prediction: [ 0.95659584  0.01734614  0.0123958 ]
filename : 4441, Label: 27, Prediction: [ 0.51616144  0.24007633  0.07050319]
filename : 4453, Label: 25, Prediction: [ 0.63305241  0.27928931  0.02859609]
filename : 4469, Label: 19, Prediction: [ 0.92590964  0.04189618  0.02043381]
filename : 4478, Label: 24, Prediction: [ 0.94438922  0.0274559   0.01929403]
filename : 4489, Label: 16, Prediction: [ 0.78557569  0.0884187   0.04586794]
filename : 4506, Label: 7, Prediction: [ 0.97836679  0.01017489  0.00675546]
filename : 4516, Label: 12, Prediction: [ 0.68265861  0.21517396  0.03048303]
filename : 4518, Label: 29, Prediction: [ 0.95309192  0.02400128  0.01256149]
filename : 4527, Label: 16, Prediction: [ 0.90586156  0.05922821  0.01415592]
filename : 4538, Label: 29, Prediction: [  9.99746025e-01   1.21653109e-04   7.82557254e-05]
filename : 4549, Label: 27, Prediction: [ 0.48673415  0.38262364  0.07145976]
filename : 4555, Label: 19, Prediction: [ 0.9072504   0.06932702  0.0127193 ]
filename : 4567, Label: 2, Prediction: [ 0.99359882  0.00454451  0.00105619]
filename : 4572, Label: 27, Prediction: [ 0.92436969  0.01474634  0.01449028]
filename : 4586, Label: 13, Prediction: [ 0.99489838  0.00272682  0.00157598]
filename : 4587, Label: 29, Prediction: [ 0.99528342  0.00257231  0.0014816 ]
filename : 4599, Label: 19, Prediction: [ 0.93994051  0.05651327  0.00147236]
filename : 4608, Label: 13, Prediction: [  9.99697208e-01   2.55412102e-04   2.27936780e-05]
filename : 462, Label: 2, Prediction: [  9.95894909e-01   9.97437048e-04   9.84985265e-04]
filename : 4629, Label: 21, Prediction: [ 0.7759133   0.10132483  0.09728664]
filename : 4633, Label: 26, Prediction: [ 0.42967001  0.3463693   0.14995418]
filename : 4645, Label: 27, Prediction: [ 0.68442303  0.18615979  0.12115433]
filename : 4650, Label: 17, Prediction: [ 0.65454483  0.12871748  0.06828069]
filename : 4651, Label: 10, Prediction: [ 0.47098118  0.40874517  0.06103799]
filename : 4661, Label: 4, Prediction: [ 0.27458727  0.20120688  0.16355757]
filename : 467, Label: 13, Prediction: [ 0.57050908  0.23834056  0.08138381]
filename : 4680, Label: 24, Prediction: [ 0.83379292  0.06622791  0.04441659]
filename : 4695, Label: 12, Prediction: [ 0.98111522  0.00808943  0.00241008]
filename : 4705, Label: 5, Prediction: [ 0.38873276  0.29840055  0.21751752]
filename : 4719, Label: 19, Prediction: [ 0.57351881  0.41628489  0.00421585]
filename : 4729, Label: 5, Prediction: [ 0.51987344  0.24136075  0.2322733 ]
filename : 473, Label: 12, Prediction: [ 0.91815025  0.03504451  0.01219957]
filename : 4738, Label: 6, Prediction: [ 0.81168449  0.07841044  0.05243677]
filename : 4744, Label: 26, Prediction: [  9.99547184e-01   1.81195777e-04   1.24563390e-04]
filename : 4758, Label: 20, Prediction: [ 0.69831997  0.05919778  0.05860118]
filename : 4770, Label: 5, Prediction: [ 0.77822888  0.09158084  0.04962844]
filename : 4775, Label: 19, Prediction: [  7.84680784e-01   2.13538811e-01   5.57792373e-04]
filename : 4780, Label: 10, Prediction: [ 0.53330541  0.20413744  0.12755696]
filename : 4788, Label: 29, Prediction: [ 0.94042987  0.01836685  0.01207808]
filename : 4789, Label: 24, Prediction: [ 0.62831151  0.21118541  0.10179803]
filename : 4796, Label: 3, Prediction: [ 0.8432315   0.15408538  0.00208737]
filename : 4811, Label: 11, Prediction: [  9.92754996e-01   6.42743800e-03   3.19430226e-04]
filename : 4821, Label: 2, Prediction: [ 0.57686114  0.08310505  0.07070796]
filename : 4829, Label: 12, Prediction: [ 0.77503103  0.10302539  0.04917961]
filename : 4838, Label: 26, Prediction: [ 0.56455588  0.25848085  0.11201666]
filename : 4844, Label: 11, Prediction: [ 0.62911773  0.28936654  0.05535242]
filename : 4854, Label: 8, Prediction: [ 0.29810369  0.15407684  0.15371801]
filename : 486, Label: 19, Prediction: [  9.98940289e-01   5.50469267e-04   1.49343279e-04]
filename : 4867, Label: 10, Prediction: [ 0.41352576  0.37707835  0.14196618]
filename : 4874, Label: 3, Prediction: [ 0.78939289  0.11202432  0.04850904]
filename : 4882, Label: 22, Prediction: [ 0.68360913  0.070165    0.06663558]
filename : 4890, Label: 13, Prediction: [  9.80997324e-01   1.88295655e-02   7.93191939e-05]
filename : 4905, Label: 29, Prediction: [ 0.86053711  0.10197888  0.02306248]
filename : 4914, Label: 23, Prediction: [ 0.82017565  0.10915075  0.06419242]
filename : 4921, Label: 6, Prediction: [ 0.6984129   0.11308704  0.11039221]
filename : 4922, Label: 12, Prediction: [ 0.5784868   0.28288931  0.09864943]
filename : 493, Label: 26, Prediction: [ 0.1855773   0.14948545  0.13856535]
filename : 4940, Label: 18, Prediction: [ 0.43761587  0.39222744  0.08297537]
filename : 4952, Label: 2, Prediction: [  9.98561323e-01   1.20927359e-03   7.53995846e-05]
filename : 4963, Label: 2, Prediction: [ 0.49693307  0.1957882   0.11206459]
filename : 4972, Label: 16, Prediction: [ 0.57267177  0.09697104  0.09536896]
filename : 4981, Label: 7, Prediction: [  9.99232411e-01   5.50078053e-04   9.20700913e-05]
filename : 4989, Label: 16, Prediction: [ 0.96736467  0.00989151  0.00666811]
filename : 499, Label: 27, Prediction: [ 0.40213659  0.21583807  0.1555194 ]
filename : 50, Label: 5, Prediction: [ 0.57298219  0.13671297  0.08008789]
filename : 5006, Label: 17, Prediction: [ 0.45219058  0.26752776  0.08039625]
filename : 5017, Label: 1, Prediction: [ 0.44656369  0.42475075  0.04288353]
filename : 5026, Label: 22, Prediction: [ 0.69072771  0.22153948  0.02100335]
filename : 5034, Label: 14, Prediction: [ 0.3620626   0.13176502  0.11906498]
filename : 5044, Label: 12, Prediction: [  9.99989510e-01   5.21047377e-06   1.10355859e-06]
filename : 5055, Label: 26, Prediction: [ 0.54311609  0.13491054  0.07948456]
filename : 5057, Label: 22, Prediction: [ 0.86543691  0.05157549  0.03715783]
filename : 5067, Label: 28, Prediction: [ 0.77532256  0.11720206  0.03046221]
filename : 5082, Label: 27, Prediction: [  9.99997616e-01   1.42905026e-06   6.31542719e-07]
filename : 5088, Label: 9, Prediction: [ 0.81685346  0.07155351  0.06697237]
filename : 5093, Label: 24, Prediction: [ 0.49964827  0.27535424  0.10236583]
filename : 5101, Label: 27, Prediction: [ 0.37180802  0.30452222  0.24370325]
filename : 5109, Label: 28, Prediction: [ 0.46250069  0.26538241  0.06755718]
filename : 5119, Label: 26, Prediction: [ 0.27663389  0.21203899  0.14787   ]
filename : 5121, Label: 12, Prediction: [ 0.66396123  0.1275702   0.09614116]
filename : 5130, Label: 25, Prediction: [ 0.61838341  0.37282687  0.00426839]
filename : 5140, Label: 27, Prediction: [ 0.75530624  0.12190109  0.08118691]
filename : 515, Label: 21, Prediction: [ 0.72107661  0.19858837  0.03041643]
filename : 5160, Label: 19, Prediction: [ 0.90688151  0.04925215  0.02270301]
filename : 5169, Label: 16, Prediction: [ 0.96203959  0.03501184  0.00122394]
filename : 5176, Label: 10, Prediction: [ 0.94277722  0.03330922  0.02299738]
filename : 5182, Label: 29, Prediction: [ 0.62184149  0.3750073   0.00124145]
filename : 5186, Label: 28, Prediction: [ 0.67672145  0.11011139  0.08633469]
filename : 5192, Label: 4, Prediction: [ 0.77819449  0.05131148  0.03922732]
filename : 520, Label: 20, Prediction: [ 0.37690416  0.2072026   0.11538418]
filename : 5205, Label: 3, Prediction: [ 0.69699156  0.25697207  0.03426919]
filename : 5215, Label: 2, Prediction: [  9.99840975e-01   1.05911153e-04   2.82793972e-05]
filename : 5224, Label: 21, Prediction: [ 0.60993046  0.34626031  0.02980701]
filename : 5237, Label: 19, Prediction: [ 0.91678447  0.02739094  0.02697963]
filename : 5249, Label: 25, Prediction: [ 0.55365556  0.35825258  0.03502068]
filename : 525, Label: 1, Prediction: [ 0.45863011  0.36907285  0.03225813]
filename : 5259, Label: 14, Prediction: [ 0.95876247  0.01220133  0.00593427]
filename : 5266, Label: 12, Prediction: [ 0.83883554  0.13024609  0.0140708 ]
filename : 5274, Label: 29, Prediction: [ 0.97440118  0.0178388   0.00354166]
filename : 5282, Label: 17, Prediction: [ 0.93569589  0.02615369  0.01312027]
filename : 5299, Label: 25, Prediction: [ 0.88964605  0.09233919  0.01332725]
filename : 5309, Label: 26, Prediction: [ 0.98788911  0.00323703  0.00263716]
filename : 5317, Label: 12, Prediction: [ 0.52251953  0.17728245  0.10765127]
filename : 5320, Label: 26, Prediction: [ 0.3182089   0.18355083  0.09645684]
filename : 5326, Label: 24, Prediction: [ 0.91499317  0.02490508  0.01789161]
filename : 5337, Label: 17, Prediction: [  9.98848438e-01   9.90529545e-04   9.82467391e-05]
filename : 5341, Label: 2, Prediction: [ 0.58404136  0.18750511  0.09629579]
filename : 5352, Label: 3, Prediction: [ 0.95704973  0.03287238  0.00899779]
filename : 5363, Label: 27, Prediction: [ 0.98531193  0.01262118  0.00168079]
filename : 5375, Label: 8, Prediction: [ 0.57460332  0.21333498  0.05600398]
filename : 5386, Label: 13, Prediction: [ 0.91521668  0.08121274  0.00230549]
filename : 539, Label: 6, Prediction: [ 0.66028935  0.11190305  0.04488773]
filename : 540, Label: 8, Prediction: [ 0.87079442  0.10964756  0.01616555]
filename : 5405, Label: 4, Prediction: [ 0.7720601   0.13468935  0.05057635]
filename : 541, Label: 16, Prediction: [ 0.65162587  0.16990057  0.09064389]
filename : 5415, Label: 12, Prediction: [ 0.73538524  0.08786244  0.07913873]
filename : 5420, Label: 19, Prediction: [ 0.6494168   0.32008663  0.01286876]
filename : 5430, Label: 25, Prediction: [ 0.89046723  0.0574026   0.02303448]
filename : 5440, Label: 27, Prediction: [  9.64486420e-01   3.35460231e-02   8.76869657e-04]
filename : 5441, Label: 5, Prediction: [ 0.61342746  0.11810388  0.08252586]
filename : 5453, Label: 8, Prediction: [ 0.75794351  0.18331675  0.03482332]
filename : 5458, Label: 29, Prediction: [ 0.3956745   0.21354593  0.16186062]
filename : 5464, Label: 27, Prediction: [ 0.991512    0.00627543  0.00103422]
filename : 5470, Label: 21, Prediction: [ 0.53702617  0.3685666   0.01633248]
filename : 5479, Label: 19, Prediction: [ 0.60193634  0.37440547  0.01496011]
filename : 5489, Label: 7, Prediction: [ 0.57160205  0.28380573  0.04311563]
filename : 5495, Label: 24, Prediction: [ 0.61731845  0.32533023  0.03152888]
filename : 5496, Label: 7, Prediction: [ 0.69235516  0.10642135  0.08796524]
filename : 5501, Label: 25, Prediction: [ 0.5467149   0.39533356  0.03181689]
filename : 5507, Label: 20, Prediction: [ 0.75880897  0.21746083  0.01862052]
filename : 5517, Label: 17, Prediction: [ 0.39993772  0.31806937  0.20864199]
filename : 5524, Label: 10, Prediction: [ 0.44572791  0.31019548  0.09167567]
filename : 5533, Label: 14, Prediction: [ 0.9252733   0.01439079  0.01269529]
filename : 5543, Label: 22, Prediction: [ 0.34983581  0.3231636   0.15090479]
filename : 5555, Label: 19, Prediction: [ 0.79661131  0.19177708  0.00432238]
filename : 5557, Label: 14, Prediction: [ 0.41365251  0.2816776   0.19771659]
filename : 5563, Label: 20, Prediction: [ 0.68453473  0.28539366  0.01817945]
filename : 5569, Label: 4, Prediction: [  9.20665622e-01   7.82099739e-02   4.85675817e-04]
filename : 5573, Label: 2, Prediction: [ 0.89329308  0.07425376  0.0232707 ]
filename : 5583, Label: 23, Prediction: [ 0.47510597  0.25549719  0.13489531]
filename : 559, Label: 25, Prediction: [ 0.98566312  0.00764928  0.00550552]
filename : 5598, Label: 12, Prediction: [ 0.9884814   0.00632544  0.00356348]
filename : 5606, Label: 19, Prediction: [  9.97900724e-01   6.26793888e-04   3.69403744e-04]
filename : 5607, Label: 5, Prediction: [ 0.95532006  0.03258599  0.00456789]
filename : 5615, Label: 15, Prediction: [  7.32441604e-01   2.66725570e-01   1.45823491e-04]
filename : 562, Label: 24, Prediction: [ 0.55409479  0.31808221  0.05482297]
filename : 5627, Label: 16, Prediction: [ 0.65530449  0.18728921  0.10348333]
filename : 5633, Label: 27, Prediction: [  9.99700904e-01   2.90832570e-04   4.23496749e-06]
filename : 5641, Label: 10, Prediction: [ 0.43765277  0.36028549  0.0773064 ]
filename : 5650, Label: 22, Prediction: [ 0.95381844  0.01940416  0.01320073]
filename : 5659, Label: 18, Prediction: [ 0.47122383  0.28960079  0.19781126]
filename : 566, Label: 28, Prediction: [ 0.69500297  0.05038606  0.03792424]
filename : 5665, Label: 1, Prediction: [ 0.53206104  0.15804274  0.12539312]
filename : 568, Label: 13, Prediction: [ 0.63093019  0.15616027  0.12814006]
filename : 5689, Label: 12, Prediction: [ 0.7022593   0.22823337  0.03175408]
filename : 570, Label: 2, Prediction: [ 0.89299589  0.03697523  0.02250371]
filename : 5708, Label: 13, Prediction: [  9.99870539e-01   1.20332574e-04   7.41423446e-06]
filename : 5717, Label: 25, Prediction: [ 0.90909147  0.05109366  0.00898779]
filename : 5722, Label: 1, Prediction: [ 0.83581686  0.15424992  0.00471365]
filename : 5724, Label: 25, Prediction: [ 0.47703436  0.34634861  0.11116628]
filename : 5730, Label: 7, Prediction: [ 0.78061354  0.20728391  0.0050836 ]
filename : 5738, Label: 12, Prediction: [ 0.80931497  0.04689945  0.02787555]
filename : 5747, Label: 23, Prediction: [  9.98906732e-01   3.46668297e-04   2.26827164e-04]
filename : 5757, Label: 8, Prediction: [ 0.93971181  0.0440551   0.00695514]
filename : 5771, Label: 25, Prediction: [ 0.98629665  0.0105993   0.00227124]
filename : 5783, Label: 16, Prediction: [ 0.98075873  0.00615499  0.00355463]
filename : 580, Label: 24, Prediction: [ 0.2792868   0.16585255  0.10539296]
filename : 5800, Label: 14, Prediction: [  9.99738157e-01   1.39732903e-04   7.44881836e-05]
filename : 5809, Label: 16, Prediction: [ 0.4578661   0.30910453  0.08507314]
filename : 5818, Label: 7, Prediction: [ 0.86209112  0.067235    0.04821521]
filename : 5828, Label: 26, Prediction: [ 0.8257255   0.17080811  0.00142575]
filename : 5833, Label: 2, Prediction: [ 0.52919126  0.33168966  0.08640538]
filename : 5848, Label: 5, Prediction: [ 0.62100863  0.35413849  0.01962505]
filename : 5855, Label: 26, Prediction: [ 0.43763483  0.26565176  0.05771518]
filename : 5866, Label: 13, Prediction: [  7.84512162e-01   2.14880988e-01   4.47097205e-04]
filename : 5868, Label: 29, Prediction: [ 0.65731734  0.24809143  0.08820026]
filename : 5875, Label: 20, Prediction: [ 0.4450095   0.18401475  0.09074961]
filename : 5886, Label: 23, Prediction: [ 0.73054725  0.13604978  0.05493231]
filename : 5897, Label: 5, Prediction: [ 0.75581372  0.20134389  0.01671855]
filename : 5904, Label: 14, Prediction: [ 0.98059994  0.01009324  0.00561452]
filename : 5915, Label: 19, Prediction: [ 0.95875615  0.0141231   0.01216089]
filename : 5928, Label: 23, Prediction: [ 0.95404428  0.04299596  0.00101917]
filename : 5935, Label: 13, Prediction: [  9.99434769e-01   2.09198115e-04   1.97337955e-04]
filename : 5936, Label: 3, Prediction: [ 0.52459586  0.28346276  0.05864383]
filename : 5942, Label: 22, Prediction: [ 0.70107436  0.16169597  0.11156741]
filename : 5952, Label: 1, Prediction: [ 0.3972095   0.24571699  0.20120861]
filename : 5961, Label: 23, Prediction: [ 0.5689339   0.2415574   0.05444723]
filename : 5969, Label: 29, Prediction: [ 0.97298121  0.00559252  0.00484427]
filename : 5985, Label: 11, Prediction: [ 0.93984318  0.05036989  0.00419527]
filename : 5992, Label: 24, Prediction: [ 0.98394066  0.00635203  0.00255952]
filename : 5998, Label: 21, Prediction: [ 0.99020469  0.00601923  0.00284164]
filename : 6, Label: 26, Prediction: [ 0.43727812  0.26973     0.1809579 ]
filename : 613, Label: 5, Prediction: [ 0.90410626  0.08827239  0.00529251]
filename : 622, Label: 20, Prediction: [ 0.41334233  0.11315224  0.09131877]
filename : 629, Label: 25, Prediction: [ 0.7057296   0.2149201   0.05508992]
filename : 636, Label: 29, Prediction: [ 0.95538336  0.03158843  0.0093081 ]
filename : 645, Label: 17, Prediction: [ 0.93549967  0.03876196  0.00750346]
filename : 658, Label: 17, Prediction: [ 0.99084282  0.00419027  0.00199013]
filename : 663, Label: 22, Prediction: [ 0.38007215  0.3603071   0.23512149]
filename : 665, Label: 27, Prediction: [ 0.75399256  0.23183261  0.00533007]
filename : 670, Label: 23, Prediction: [  9.95415211e-01   3.86748603e-03   2.68934382e-04]
filename : 680, Label: 5, Prediction: [ 0.67672753  0.29648936  0.01639628]
filename : 691, Label: 23, Prediction: [ 0.58081377  0.17580836  0.05673865]
filename : 701, Label: 28, Prediction: [ 0.96408916  0.03277568  0.00177313]
filename : 711, Label: 25, Prediction: [ 0.82232034  0.09678752  0.02555904]
filename : 718, Label: 12, Prediction: [  9.77221251e-01   2.15937179e-02   5.55491948e-04]
filename : 725, Label: 15, Prediction: [  9.84672606e-01   1.42091652e-02   3.31558840e-04]
filename : 727, Label: 2, Prediction: [ 0.83116019  0.05488999  0.02188316]
filename : 735, Label: 22, Prediction: [  9.99273002e-01   3.47328314e-04   1.43528261e-04]
filename : 746, Label: 29, Prediction: [ 0.84006327  0.13076314  0.01344868]
filename : 753, Label: 14, Prediction: [ 0.6433199   0.28298986  0.02195033]
filename : 762, Label: 22, Prediction: [ 0.82588774  0.09475886  0.06809598]
filename : 772, Label: 3, Prediction: [ 0.98629236  0.00559234  0.00543156]
filename : 780, Label: 5, Prediction: [ 0.99455279  0.00309727  0.0015031 ]
filename : 787, Label: 27, Prediction: [ 0.35959145  0.30082613  0.10543799]
filename : 790, Label: 26, Prediction: [  9.99937057e-01   3.03976867e-05   1.43409770e-05]
filename : 8, Label: 2, Prediction: [ 0.97086877  0.01279449  0.00526755]
filename : 808, Label: 7, Prediction: [ 0.98521531  0.00789873  0.00510535]
filename : 82, Label: 20, Prediction: [ 0.86929101  0.12439466  0.00196001]
filename : 828, Label: 11, Prediction: [ 0.7775833   0.12521116  0.03481146]
filename : 837, Label: 29, Prediction: [ 0.99087256  0.00390521  0.00320914]
filename : 844, Label: 20, Prediction: [ 0.2224353   0.20810129  0.1566332 ]
filename : 853, Label: 18, Prediction: [ 0.62507677  0.27232462  0.03320498]
filename : 854, Label: 11, Prediction: [ 0.83140081  0.04524449  0.026738  ]
filename : 864, Label: 27, Prediction: [  9.95887101e-01   2.00858200e-03   6.63010054e-04]
filename : 871, Label: 16, Prediction: [ 0.41074133  0.40636712  0.11792654]
filename : 880, Label: 3, Prediction: [ 0.31359261  0.18403916  0.14806075]
filename : 890, Label: 13, Prediction: [ 0.98771662  0.00614035  0.00215782]
filename : 90, Label: 8, Prediction: [ 0.96352983  0.01666047  0.01632811]
filename : 905, Label: 10, Prediction: [ 0.75138664  0.16704784  0.0402601 ]
filename : 910, Label: 17, Prediction: [ 0.36908096  0.24836396  0.12579812]
filename : 911, Label: 4, Prediction: [ 0.8037076   0.0819646   0.04776862]
filename : 922, Label: 16, Prediction: [  9.96919751e-01   1.58768939e-03   6.48307556e-04]
filename : 932, Label: 29, Prediction: [ 0.33180293  0.23922549  0.23590863]
filename : 939, Label: 6, Prediction: [ 0.44801253  0.28032705  0.11947042]
filename : 949, Label: 14, Prediction: [  9.99824464e-01   1.24300277e-04   2.56347448e-05]
filename : 958, Label: 29, Prediction: [ 0.922131    0.03288231  0.01699439]
filename : 966, Label: 22, Prediction: [ 0.49150383  0.46459469  0.03392926]
filename : 975, Label: 21, Prediction: [ 0.5641104   0.31934169  0.06867541]
