filename : 10, Label: 27, Prediction: [ 0.8510384   0.14269173  0.00225688]
filename : 3676, Label: 5, Prediction: [ 0.36322957  0.3506172   0.25857404]
filename : 3682, Label: 23, Prediction: [ 0.69238871  0.29542676  0.00712362]
filename : 3686, Label: 20, Prediction: [ 0.81760502  0.07164432  0.0279094 ]
filename : 3693, Label: 20, Prediction: [ 0.85032916  0.14363058  0.00401393]
filename : 3706, Label: 18, Prediction: [ 0.5381223   0.34099984  0.05760764]
filename : 3714, Label: 25, Prediction: [ 0.50556457  0.25302276  0.09029682]
filename : 3727, Label: 17, Prediction: [  9.96945679e-01   2.84638652e-03   1.90455103e-04]
filename : 3733, Label: 24, Prediction: [ 0.4376139   0.25124291  0.25080582]
filename : 3742, Label: 23, Prediction: [ 0.34917089  0.30640131  0.09747545]
filename : 3749, Label: 19, Prediction: [ 0.99045628  0.00727492  0.00148073]
filename : 375, Label: 16, Prediction: [ 0.56197155  0.34787425  0.03202132]
filename : 376, Label: 26, Prediction: [  9.98014450e-01   1.88525417e-03   3.73994189e-05]
filename : 3764, Label: 12, Prediction: [ 0.40926588  0.27997226  0.23053981]
filename : 3770, Label: 26, Prediction: [ 0.48141134  0.25116196  0.1486959 ]
filename : 3780, Label: 25, Prediction: [  9.93464887e-01   5.42840548e-03   3.08083574e-04]
filename : 3793, Label: 12, Prediction: [ 0.9746474   0.00580027  0.00322531]
filename : 380, Label: 13, Prediction: [  9.99937415e-01   2.43865288e-05   1.95718203e-05]
filename : 3808, Label: 19, Prediction: [ 0.82424653  0.06451865  0.05582108]
filename : 381, Label: 7, Prediction: [ 0.93971825  0.05611244  0.00317586]
filename : 3828, Label: 16, Prediction: [ 0.7855615   0.1672744   0.02047129]
filename : 384, Label: 13, Prediction: [  9.94713485e-01   5.27915591e-03   2.29325019e-06]
filename : 3847, Label: 23, Prediction: [ 0.94781709  0.02221247  0.00997793]
filename : 386, Label: 3, Prediction: [ 0.88769776  0.03057478  0.02201199]
filename : 387, Label: 13, Prediction: [  9.85624313e-01   1.42534720e-02   1.09687149e-04]
filename : 388, Label: 14, Prediction: [ 0.47886944  0.35100713  0.16177976]
filename : 3890, Label: 22, Prediction: [ 0.93068331  0.05780224  0.00262966]
filename : 3891, Label: 24, Prediction: [  7.44950354e-01   2.54456967e-01   3.29091912e-04]
filename : 3902, Label: 22, Prediction: [ 0.78751981  0.11367872  0.07275875]
filename : 3915, Label: 6, Prediction: [ 0.95576894  0.04090688  0.00122334]
filename : 3923, Label: 26, Prediction: [ 0.39503536  0.35422137  0.06094282]
filename : 3929, Label: 19, Prediction: [ 0.714109   0.2144513  0.0396702]
filename : 3938, Label: 5, Prediction: [ 0.93582988  0.05791395  0.00287522]
filename : 3950, Label: 14, Prediction: [ 0.58692133  0.28261286  0.06688228]
filename : 3957, Label: 6, Prediction: [ 0.68864059  0.24527071  0.04399342]
filename : 3958, Label: 29, Prediction: [ 0.67730498  0.31346896  0.00417812]
filename : 3964, Label: 7, Prediction: [ 0.56947714  0.38113037  0.04648254]
filename : 3973, Label: 6, Prediction: [ 0.5609585   0.29975885  0.04421499]
filename : 3979, Label: 8, Prediction: [ 0.61882228  0.28341135  0.06815499]
filename : 399, Label: 29, Prediction: [ 0.68951273  0.25036827  0.02401793]
filename : 400, Label: 13, Prediction: [  9.57413137e-01   4.17840816e-02   3.57427954e-04]
filename : 4012, Label: 20, Prediction: [  9.91299570e-01   6.65935175e-03   7.97659159e-04]
filename : 4024, Label: 19, Prediction: [ 0.49433297  0.32257834  0.16998418]
filename : 4027, Label: 3, Prediction: [  9.96110141e-01   3.81409074e-03   5.29758036e-05]
filename : 4032, Label: 26, Prediction: [ 0.77923554  0.04987522  0.04779209]
filename : 4041, Label: 29, Prediction: [ 0.93031907  0.02096938  0.01875944]
filename : 4052, Label: 2, Prediction: [ 0.53271234  0.19947299  0.10957182]
filename : 4062, Label: 15, Prediction: [ 0.42819667  0.18371913  0.17817153]
filename : 4068, Label: 26, Prediction: [ 0.9184503   0.04074898  0.01527866]
filename : 4074, Label: 19, Prediction: [ 0.89652729  0.08865648  0.01367643]
filename : 4080, Label: 29, Prediction: [  8.06610644e-01   1.92876875e-01   1.78409420e-04]
filename : 4081, Label: 11, Prediction: [ 0.94017249  0.02630694  0.02351782]
filename : 4089, Label: 19, Prediction: [  9.95215893e-01   3.47330328e-03   9.76859126e-04]
filename : 4099, Label: 28, Prediction: [ 0.57584834  0.40679702  0.0093133 ]
filename : 4103, Label: 22, Prediction: [ 0.37035152  0.36596909  0.08804598]
filename : 411, Label: 8, Prediction: [ 0.90873653  0.05139566  0.03173207]
filename : 4115, Label: 16, Prediction: [ 0.40643981  0.20465957  0.1412586 ]
filename : 4124, Label: 29, Prediction: [  9.99595463e-01   1.48983308e-04   7.88522011e-05]
filename : 413, Label: 12, Prediction: [  9.99996543e-01   1.51218887e-06   1.14046111e-06]
filename : 4132, Label: 29, Prediction: [ 0.98810798  0.00433743  0.00217985]
filename : 4142, Label: 16, Prediction: [ 0.33752173  0.14390114  0.10663329]
filename : 4150, Label: 27, Prediction: [  1.00000000e+00   3.93920363e-09   3.47240503e-09]
filename : 4167, Label: 12, Prediction: [ 0.70360768  0.26286891  0.01384259]
filename : 4181, Label: 2, Prediction: [  9.99488950e-01   4.27558436e-04   4.87850193e-05]
filename : 4189, Label: 4, Prediction: [ 0.63827485  0.13125454  0.11377037]
filename : 4202, Label: 3, Prediction: [ 0.92666203  0.03974975  0.01642042]
filename : 4214, Label: 9, Prediction: [ 0.97891325  0.00568987  0.00544842]
filename : 4216, Label: 12, Prediction: [ 0.57086527  0.15848117  0.12303092]
filename : 4229, Label: 11, Prediction: [ 0.94389361  0.05476251  0.00101842]
filename : 4235, Label: 12, Prediction: [  9.99891758e-01   5.79419611e-05   3.49645925e-05]
filename : 4245, Label: 19, Prediction: [  9.99848247e-01   9.64317878e-05   2.36307678e-05]
filename : 4257, Label: 24, Prediction: [ 0.35713997  0.15765007  0.06443167]
filename : 4264, Label: 16, Prediction: [  9.97256219e-01   1.96246244e-03   3.75594798e-04]
filename : 428, Label: 4, Prediction: [ 0.9443506   0.04139618  0.00409346]
filename : 4289, Label: 24, Prediction: [ 0.53550881  0.27140367  0.18527061]
filename : 429, Label: 25, Prediction: [ 0.99385059  0.00206103  0.00139504]
filename : 4300, Label: 8, Prediction: [ 0.95195979  0.03837719  0.00397483]
filename : 4313, Label: 24, Prediction: [ 0.9238956   0.05386047  0.01355588]
filename : 4321, Label: 22, Prediction: [ 0.7974332   0.06097043  0.05978424]
filename : 4334, Label: 4, Prediction: [ 0.59669346  0.1497115   0.12507233]
filename : 4347, Label: 11, Prediction: [ 0.98963648  0.00342859  0.00153071]
filename : 4355, Label: 19, Prediction: [ 0.67156553  0.14709818  0.07679767]
filename : 4361, Label: 26, Prediction: [ 0.87148374  0.05651813  0.05630733]
filename : 4362, Label: 29, Prediction: [ 0.83028555  0.14212628  0.01048308]
filename : 4372, Label: 23, Prediction: [ 0.53807229  0.15565808  0.14866023]
filename : 4385, Label: 15, Prediction: [ 0.50291932  0.45753008  0.01414661]
filename : 4394, Label: 26, Prediction: [  9.99836326e-01   7.70967672e-05   1.71171432e-05]
filename : 440, Label: 25, Prediction: [ 0.61336911  0.34148458  0.01346006]
filename : 4407, Label: 16, Prediction: [ 0.61953336  0.18150726  0.15566438]
filename : 4415, Label: 11, Prediction: [ 0.93325621  0.04725026  0.00716573]
filename : 4432, Label: 27, Prediction: [  9.98900294e-01   4.29278647e-04   2.86143972e-04]
filename : 4433, Label: 11, Prediction: [ 0.81675595  0.08125396  0.07460746]
filename : 4441, Label: 18, Prediction: [ 0.41203755  0.3062295   0.06612562]
filename : 4453, Label: 5, Prediction: [ 0.32084626  0.23615497  0.10451902]
filename : 4469, Label: 19, Prediction: [ 0.90348941  0.03840815  0.01774085]
filename : 4478, Label: 24, Prediction: [ 0.78327566  0.17526422  0.02403771]
filename : 4489, Label: 16, Prediction: [ 0.77813005  0.09824258  0.04388665]
filename : 4506, Label: 7, Prediction: [  9.62810099e-01   3.50653380e-02   8.96554324e-04]
filename : 4516, Label: 12, Prediction: [ 0.70506698  0.15892905  0.12702969]
filename : 4518, Label: 29, Prediction: [ 0.94169092  0.05445935  0.00125818]
filename : 4527, Label: 16, Prediction: [ 0.71178007  0.23374492  0.02996262]
filename : 4538, Label: 29, Prediction: [  9.99871373e-01   4.35519432e-05   3.93567825e-05]
filename : 4549, Label: 27, Prediction: [ 0.77195388  0.09170658  0.03515171]
filename : 4555, Label: 19, Prediction: [ 0.95251912  0.0288638   0.00773365]
filename : 4567, Label: 2, Prediction: [  9.99927402e-01   5.09217862e-05   7.52847609e-06]
filename : 4572, Label: 27, Prediction: [ 0.55140245  0.20745367  0.10466999]
filename : 4586, Label: 13, Prediction: [  9.98469889e-01   9.11281968e-04   5.07497054e-04]
filename : 4587, Label: 29, Prediction: [  9.95089591e-01   2.15129019e-03   5.45309333e-04]
filename : 4599, Label: 19, Prediction: [ 0.99497581  0.00335145  0.00108111]
filename : 4608, Label: 13, Prediction: [  9.99882460e-01   8.16999818e-05   2.43407649e-05]
filename : 462, Label: 2, Prediction: [ 0.98046267  0.01507505  0.00159063]
filename : 4629, Label: 21, Prediction: [ 0.63539678  0.21681181  0.10347091]
filename : 4633, Label: 26, Prediction: [ 0.41971025  0.17639934  0.17073902]
filename : 4645, Label: 27, Prediction: [ 0.84707034  0.09688536  0.02812232]
filename : 4650, Label: 26, Prediction: [ 0.87327617  0.03200559  0.02434534]
filename : 4651, Label: 19, Prediction: [ 0.4234063   0.27935043  0.15512095]
filename : 4661, Label: 4, Prediction: [ 0.23406589  0.16599204  0.15272301]
filename : 467, Label: 4, Prediction: [ 0.81943297  0.08590094  0.02091914]
filename : 4680, Label: 24, Prediction: [ 0.82474673  0.06559138  0.04357496]
filename : 4695, Label: 12, Prediction: [  9.99959826e-01   1.37551706e-05   6.46534045e-06]
filename : 4705, Label: 19, Prediction: [ 0.411048    0.29460427  0.14321966]
filename : 4719, Label: 19, Prediction: [ 0.76733595  0.21010186  0.00786528]
filename : 4729, Label: 5, Prediction: [ 0.46281821  0.3295027   0.19190605]
filename : 473, Label: 10, Prediction: [ 0.44089577  0.36106104  0.0360785 ]
filename : 4738, Label: 6, Prediction: [ 0.77920681  0.13837115  0.06822136]
filename : 4744, Label: 26, Prediction: [  9.99891520e-01   2.29200996e-05   2.27490873e-05]
filename : 4758, Label: 20, Prediction: [ 0.86733329  0.04442997  0.01793239]
filename : 4770, Label: 5, Prediction: [ 0.65431297  0.16087233  0.15334809]
filename : 4775, Label: 19, Prediction: [  9.04338837e-01   9.49951112e-02   1.26220591e-04]
filename : 4780, Label: 10, Prediction: [ 0.48614454  0.29685262  0.15432502]
filename : 4788, Label: 29, Prediction: [ 0.83004606  0.10665231  0.01951144]
filename : 4789, Label: 25, Prediction: [ 0.73154867  0.2142925   0.02686709]
filename : 4796, Label: 3, Prediction: [ 0.69322354  0.26998088  0.03256372]
filename : 4811, Label: 11, Prediction: [  9.86409605e-01   1.33126881e-02   1.13813643e-04]
filename : 4821, Label: 2, Prediction: [ 0.40126118  0.15918469  0.12158026]
filename : 4829, Label: 12, Prediction: [ 0.73552549  0.0923168   0.04878815]
filename : 4838, Label: 12, Prediction: [ 0.75783813  0.18738517  0.0143496 ]
filename : 4844, Label: 11, Prediction: [  9.89764571e-01   9.26121511e-03   4.17734962e-04]
filename : 4854, Label: 26, Prediction: [ 0.70006132  0.24064754  0.01163411]
filename : 486, Label: 19, Prediction: [  9.99600947e-01   1.53915375e-04   9.28368827e-05]
filename : 4867, Label: 17, Prediction: [ 0.79728788  0.0822449   0.06123773]
filename : 4874, Label: 3, Prediction: [ 0.77201259  0.12239113  0.04826626]
filename : 4882, Label: 22, Prediction: [ 0.74257582  0.05858565  0.05064839]
filename : 4890, Label: 13, Prediction: [  9.91874397e-01   8.09475873e-03   1.56825390e-05]
filename : 4905, Label: 11, Prediction: [ 0.59066129  0.39793453  0.01001348]
filename : 4914, Label: 23, Prediction: [ 0.91185945  0.06341393  0.01958091]
filename : 4921, Label: 6, Prediction: [ 0.38271087  0.2576943   0.21436232]
filename : 4922, Label: 9, Prediction: [ 0.47653091  0.22174634  0.13372824]
filename : 493, Label: 29, Prediction: [ 0.21308385  0.19977602  0.11577564]
filename : 4940, Label: 18, Prediction: [ 0.85435194  0.05434549  0.03054702]
filename : 4952, Label: 2, Prediction: [  9.97795105e-01   2.12690351e-03   3.45506123e-05]
filename : 4963, Label: 2, Prediction: [ 0.9229793   0.04897556  0.01316919]
filename : 4972, Label: 7, Prediction: [ 0.56508583  0.21878146  0.13183217]
filename : 4981, Label: 7, Prediction: [  9.99726832e-01   2.09099657e-04   2.85997412e-05]
filename : 4989, Label: 16, Prediction: [ 0.94625324  0.02162453  0.00778266]
filename : 499, Label: 17, Prediction: [ 0.6771943   0.13313885  0.04958984]
filename : 50, Label: 25, Prediction: [ 0.40511602  0.34318614  0.08906003]
filename : 5006, Label: 29, Prediction: [ 0.2466176   0.14768149  0.10005421]
filename : 5017, Label: 24, Prediction: [ 0.53547138  0.26697209  0.16360326]
filename : 5026, Label: 22, Prediction: [ 0.88951355  0.06044741  0.02207254]
filename : 5034, Label: 8, Prediction: [ 0.76181471  0.06074295  0.04252248]
filename : 5044, Label: 12, Prediction: [  9.99984860e-01   1.19386268e-05   1.05973675e-06]
filename : 5055, Label: 2, Prediction: [ 0.40066585  0.25664166  0.14528374]
filename : 5057, Label: 22, Prediction: [ 0.89658421  0.07687321  0.01448302]
filename : 5067, Label: 24, Prediction: [ 0.36457485  0.32623747  0.18633148]
filename : 5082, Label: 27, Prediction: [  9.99997735e-01   2.01643206e-06   1.82746362e-07]
filename : 5088, Label: 9, Prediction: [ 0.45917904  0.22226715  0.17720284]
filename : 5093, Label: 25, Prediction: [ 0.41314116  0.27728876  0.16594991]
filename : 5101, Label: 29, Prediction: [ 0.75666893  0.08180666  0.06240815]
filename : 5109, Label: 14, Prediction: [ 0.90936464  0.03172484  0.01167249]
filename : 5119, Label: 26, Prediction: [ 0.38541347  0.35054815  0.15107591]
filename : 5121, Label: 12, Prediction: [ 0.95396799  0.0127761   0.01256327]
filename : 5130, Label: 24, Prediction: [ 0.56582087  0.40043417  0.02560936]
filename : 5140, Label: 27, Prediction: [ 0.98503554  0.00882787  0.00466464]
filename : 515, Label: 21, Prediction: [ 0.68695688  0.16676652  0.07730358]
filename : 5160, Label: 19, Prediction: [ 0.49913284  0.1883489   0.14554249]
filename : 5169, Label: 16, Prediction: [  9.94783223e-01   3.42474971e-03   4.68881626e-04]
filename : 5176, Label: 12, Prediction: [ 0.60701543  0.3259494   0.05929939]
filename : 5182, Label: 29, Prediction: [ 0.9817068   0.01108054  0.00624575]
filename : 5186, Label: 28, Prediction: [ 0.91153026  0.0251692   0.02220966]
filename : 5192, Label: 25, Prediction: [ 0.6198082   0.21481147  0.07290156]
filename : 520, Label: 20, Prediction: [ 0.55989122  0.1265583   0.12173688]
filename : 5205, Label: 3, Prediction: [ 0.94717211  0.04910866  0.00291816]
filename : 5215, Label: 2, Prediction: [  9.99981642e-01   9.90001445e-06   6.41995939e-06]
filename : 5224, Label: 21, Prediction: [ 0.54723132  0.38711089  0.06336728]
filename : 5237, Label: 19, Prediction: [ 0.84035462  0.07799336  0.04884634]
filename : 5249, Label: 28, Prediction: [ 0.91556162  0.03816003  0.02226566]
filename : 525, Label: 25, Prediction: [ 0.72585994  0.12796104  0.04525892]
filename : 5259, Label: 14, Prediction: [ 0.86396706  0.02999015  0.02689845]
filename : 5266, Label: 12, Prediction: [ 0.9567346   0.03013215  0.00739274]
filename : 5274, Label: 29, Prediction: [ 0.95688152  0.01200534  0.00911396]
filename : 5282, Label: 17, Prediction: [ 0.60061693  0.15431836  0.13755444]
filename : 5299, Label: 22, Prediction: [ 0.90780449  0.06725787  0.01979924]
filename : 5309, Label: 26, Prediction: [ 0.93937314  0.05660778  0.00120979]
filename : 5317, Label: 12, Prediction: [ 0.48206303  0.46788409  0.03653442]
filename : 5320, Label: 6, Prediction: [ 0.46134299  0.26778686  0.06430903]
filename : 5326, Label: 24, Prediction: [ 0.89891422  0.03360615  0.02559787]
filename : 5337, Label: 17, Prediction: [  9.98878896e-01   9.11948737e-04   1.71999418e-04]
filename : 5341, Label: 7, Prediction: [ 0.26831007  0.22007363  0.16622341]
filename : 5352, Label: 3, Prediction: [ 0.92056268  0.06712852  0.01050966]
filename : 5363, Label: 2, Prediction: [ 0.64242488  0.33707979  0.01036   ]
filename : 5375, Label: 15, Prediction: [ 0.37365365  0.36022043  0.07110196]
filename : 5386, Label: 13, Prediction: [ 0.95793927  0.03827228  0.00267193]
filename : 539, Label: 6, Prediction: [ 0.49284312  0.15886413  0.13369355]
filename : 540, Label: 8, Prediction: [ 0.97022772  0.02779824  0.00113818]
filename : 5405, Label: 4, Prediction: [ 0.86996013  0.03527883  0.03166108]
filename : 541, Label: 16, Prediction: [ 0.44946948  0.38707453  0.08244254]
filename : 5415, Label: 12, Prediction: [ 0.38812962  0.15629216  0.15521514]
filename : 5420, Label: 12, Prediction: [ 0.74074733  0.1335045   0.11329538]
filename : 5430, Label: 25, Prediction: [ 0.94892663  0.01858092  0.01779257]
filename : 5440, Label: 27, Prediction: [  9.82383966e-01   1.52206114e-02   9.06220463e-04]
filename : 5441, Label: 5, Prediction: [ 0.49170071  0.18861797  0.14496276]
filename : 5453, Label: 8, Prediction: [ 0.48586315  0.27916634  0.11849882]
filename : 5458, Label: 29, Prediction: [ 0.62554365  0.10352387  0.09747738]
filename : 5464, Label: 27, Prediction: [  9.98933852e-01   7.44127843e-04   1.59133648e-04]
filename : 5470, Label: 21, Prediction: [ 0.96422154  0.01742882  0.00767926]
filename : 5479, Label: 12, Prediction: [ 0.69041479  0.30601835  0.00245177]
filename : 5489, Label: 14, Prediction: [ 0.50284666  0.21293871  0.15735294]
filename : 5495, Label: 24, Prediction: [ 0.60399693  0.31960154  0.04217794]
filename : 5496, Label: 29, Prediction: [ 0.89971739  0.03447508  0.02453312]
filename : 5501, Label: 25, Prediction: [ 0.96314424  0.02556949  0.00431684]
filename : 5507, Label: 20, Prediction: [ 0.54020798  0.34369141  0.05211117]
filename : 5517, Label: 16, Prediction: [ 0.44587389  0.17071281  0.13320242]
filename : 5524, Label: 10, Prediction: [ 0.86004889  0.03909112  0.02308233]
filename : 5533, Label: 14, Prediction: [ 0.72469455  0.10024606  0.04234882]
filename : 5543, Label: 22, Prediction: [ 0.50200516  0.33797178  0.08216265]
filename : 5555, Label: 18, Prediction: [ 0.97973788  0.01770925  0.00135605]
filename : 5557, Label: 1, Prediction: [ 0.66192847  0.08631082  0.07552094]
filename : 5563, Label: 20, Prediction: [ 0.7294414   0.24995583  0.00833263]
filename : 5569, Label: 4, Prediction: [ 0.96583283  0.02301661  0.0067898 ]
filename : 5573, Label: 2, Prediction: [ 0.75271499  0.16126284  0.06349058]
filename : 5583, Label: 23, Prediction: [ 0.46885544  0.14293724  0.10699934]
filename : 559, Label: 25, Prediction: [ 0.88007551  0.07257904  0.04261249]
filename : 5598, Label: 12, Prediction: [  9.94789839e-01   1.69076596e-03   8.84284498e-04]
filename : 5606, Label: 19, Prediction: [ 0.9880321   0.00409358  0.00316153]
filename : 5607, Label: 5, Prediction: [ 0.98880941  0.00562876  0.00208193]
filename : 5615, Label: 15, Prediction: [  9.91058648e-01   8.93118884e-03   1.45122624e-06]
filename : 562, Label: 24, Prediction: [  9.80260670e-01   1.64280776e-02   7.74266489e-04]
filename : 5627, Label: 1, Prediction: [ 0.51809549  0.24046548  0.09881648]
filename : 5633, Label: 27, Prediction: [  9.99941945e-01   4.86224162e-05   7.48176853e-06]
filename : 5641, Label: 10, Prediction: [ 0.3994388   0.34828064  0.06693636]
filename : 5650, Label: 22, Prediction: [ 0.90357316  0.06182235  0.01900665]
filename : 5659, Label: 11, Prediction: [ 0.81250179  0.06805703  0.05030834]
filename : 566, Label: 28, Prediction: [ 0.56777102  0.2609764   0.03723093]
filename : 5665, Label: 1, Prediction: [ 0.3446928   0.28922948  0.17268243]
filename : 568, Label: 13, Prediction: [ 0.44868547  0.33136344  0.1114003 ]
filename : 5689, Label: 12, Prediction: [ 0.86779249  0.03345806  0.02190045]
filename : 570, Label: 2, Prediction: [ 0.97542453  0.01152335  0.00326355]
filename : 5708, Label: 13, Prediction: [  9.99633670e-01   3.57561308e-04   3.68483757e-06]
filename : 5717, Label: 25, Prediction: [ 0.98330289  0.00557633  0.00554103]
filename : 5722, Label: 29, Prediction: [ 0.54730707  0.33073732  0.07586889]
filename : 5724, Label: 14, Prediction: [ 0.35395056  0.20723099  0.15102428]
filename : 5730, Label: 12, Prediction: [  8.35161030e-01   1.64342746e-01   3.10165429e-04]
filename : 5738, Label: 12, Prediction: [ 0.53517234  0.17264737  0.07102852]
filename : 5747, Label: 23, Prediction: [ 0.93807709  0.05856712  0.0010228 ]
filename : 5757, Label: 8, Prediction: [ 0.97155851  0.01480534  0.01001228]
filename : 5771, Label: 25, Prediction: [ 0.97342777  0.01702982  0.00239936]
filename : 5783, Label: 16, Prediction: [ 0.7851553   0.12356766  0.05183345]
filename : 580, Label: 24, Prediction: [ 0.56678385  0.11368195  0.09520291]
filename : 5800, Label: 14, Prediction: [  9.99843717e-01   1.12304740e-04   1.81024352e-05]
filename : 5809, Label: 14, Prediction: [ 0.29636452  0.22446211  0.17802703]
filename : 5818, Label: 12, Prediction: [ 0.53362745  0.34919652  0.06966817]
filename : 5828, Label: 26, Prediction: [ 0.72483253  0.20621371  0.03799405]
filename : 5833, Label: 6, Prediction: [ 0.46227527  0.44841447  0.02628653]
filename : 5848, Label: 5, Prediction: [ 0.8647694   0.07014054  0.05775462]
filename : 5855, Label: 11, Prediction: [ 0.81214058  0.14533031  0.00727902]
filename : 5866, Label: 13, Prediction: [  7.01278150e-01   2.98349321e-01   2.77083251e-04]
filename : 5868, Label: 26, Prediction: [ 0.97235131  0.01855696  0.00790738]
filename : 5875, Label: 29, Prediction: [ 0.15144315  0.13732919  0.12728168]
filename : 5886, Label: 27, Prediction: [ 0.25734037  0.25243878  0.14496312]
filename : 5897, Label: 5, Prediction: [ 0.7828747   0.15231514  0.03331861]
filename : 5904, Label: 14, Prediction: [ 0.83712202  0.06442139  0.05791738]
filename : 5915, Label: 19, Prediction: [ 0.96064395  0.0118183   0.00915586]
filename : 5928, Label: 23, Prediction: [ 0.91263157  0.06103771  0.01069151]
filename : 5935, Label: 13, Prediction: [  9.91254687e-01   8.20946693e-03   2.18033267e-04]
filename : 5936, Label: 6, Prediction: [ 0.4094331   0.38690367  0.10240558]
filename : 5942, Label: 22, Prediction: [ 0.97462237  0.01836495  0.00285628]
filename : 5952, Label: 7, Prediction: [ 0.86310995  0.09188791  0.02960522]
filename : 5961, Label: 23, Prediction: [ 0.24077594  0.20239617  0.13954821]
filename : 5969, Label: 29, Prediction: [ 0.99699688  0.00138342  0.00105132]
filename : 5985, Label: 11, Prediction: [ 0.92597473  0.0428625   0.0260134 ]
filename : 5992, Label: 24, Prediction: [ 0.98781931  0.00315684  0.00179594]
filename : 5998, Label: 21, Prediction: [ 0.96600205  0.01813433  0.00943195]
filename : 6, Label: 26, Prediction: [ 0.76610279  0.19583279  0.01722648]
filename : 613, Label: 5, Prediction: [ 0.91055274  0.06366352  0.01625909]
filename : 622, Label: 19, Prediction: [ 0.42047107  0.09376255  0.08637222]
filename : 629, Label: 5, Prediction: [ 0.53911746  0.25901732  0.10866143]
filename : 636, Label: 29, Prediction: [  9.98059452e-01   1.64813653e-03   1.07046624e-04]
filename : 645, Label: 17, Prediction: [ 0.80993992  0.08341341  0.03808136]
filename : 658, Label: 17, Prediction: [ 0.9829511   0.01306371  0.00274993]
filename : 663, Label: 22, Prediction: [ 0.84787047  0.1282949   0.01133517]
filename : 665, Label: 27, Prediction: [ 0.88996077  0.09699033  0.0080918 ]
filename : 670, Label: 23, Prediction: [ 0.97040939  0.02803527  0.00107266]
filename : 680, Label: 5, Prediction: [ 0.50641739  0.44027656  0.02400281]
filename : 691, Label: 18, Prediction: [ 0.91221046  0.03206462  0.01212948]
filename : 701, Label: 27, Prediction: [ 0.71436644  0.26363778  0.01130905]
filename : 711, Label: 25, Prediction: [ 0.53395796  0.32320821  0.03525372]
filename : 718, Label: 12, Prediction: [  9.96685684e-01   3.20494850e-03   3.66334025e-05]
filename : 725, Label: 15, Prediction: [  9.97173190e-01   2.79150228e-03   1.86808920e-05]
filename : 727, Label: 4, Prediction: [ 0.49925095  0.18153089  0.11687379]
filename : 735, Label: 22, Prediction: [ 0.98090154  0.01190322  0.00299707]
filename : 746, Label: 29, Prediction: [ 0.98982531  0.00823334  0.00101278]
filename : 753, Label: 14, Prediction: [ 0.48903322  0.26026013  0.06348402]
filename : 762, Label: 22, Prediction: [ 0.84800637  0.13259426  0.01437361]
filename : 772, Label: 3, Prediction: [ 0.97313327  0.02072136  0.00373884]
filename : 780, Label: 5, Prediction: [  9.97404516e-01   6.31103816e-04   4.91520332e-04]
filename : 787, Label: 12, Prediction: [ 0.60784101  0.15839116  0.11358576]
filename : 790, Label: 26, Prediction: [  9.99977708e-01   1.60737090e-05   2.46244076e-06]
filename : 8, Label: 6, Prediction: [ 0.28189695  0.21180452  0.12952846]
filename : 808, Label: 7, Prediction: [ 0.98558307  0.00570464  0.00478812]
filename : 82, Label: 21, Prediction: [ 0.60211766  0.15726551  0.13384958]
filename : 828, Label: 23, Prediction: [ 0.40976784  0.22184092  0.12741974]
filename : 837, Label: 29, Prediction: [ 0.97250628  0.01222905  0.00997118]
filename : 844, Label: 20, Prediction: [ 0.83099043  0.06446172  0.03620315]
filename : 853, Label: 1, Prediction: [ 0.57790297  0.17441827  0.08662587]
filename : 854, Label: 11, Prediction: [ 0.41268116  0.27068704  0.17837888]
filename : 864, Label: 3, Prediction: [ 0.94284016  0.04791721  0.00433135]
filename : 871, Label: 2, Prediction: [ 0.63167065  0.20251492  0.07246713]
filename : 880, Label: 27, Prediction: [ 0.38647997  0.1157719   0.09990264]
filename : 890, Label: 13, Prediction: [  9.95812476e-01   3.38975200e-03   2.84112903e-04]
filename : 90, Label: 8, Prediction: [ 0.97538257  0.00692023  0.00657063]
filename : 905, Label: 8, Prediction: [ 0.53806674  0.3870213   0.03580711]
filename : 910, Label: 17, Prediction: [ 0.61169106  0.17277959  0.11009958]
filename : 911, Label: 22, Prediction: [ 0.47425231  0.27319863  0.22330973]
filename : 922, Label: 16, Prediction: [ 0.95479387  0.04118783  0.00225426]
filename : 932, Label: 29, Prediction: [ 0.96085477  0.02351544  0.00704006]
filename : 939, Label: 6, Prediction: [ 0.39247921  0.27002764  0.19559988]
filename : 949, Label: 14, Prediction: [  9.95005667e-01   4.28070268e-03   6.04981149e-04]
filename : 958, Label: 29, Prediction: [ 0.96943498  0.01521704  0.01078392]
filename : 966, Label: 25, Prediction: [ 0.55305839  0.31929186  0.11126721]
filename : 975, Label: 21, Prediction: [ 0.48211625  0.15249045  0.13911055]
